detector_name,level,with_aluminum_foil,parameters,covariance_matrix,start_time,real_time,live_time,measured_efficiency_energy,measured_efficiency_eff,measured_efficiency_eff_error
Akimov,0,True,"[-4818.915637010005, 4176.641020860295, -1435.0852312271172, 245.4245068910433, -20.85911513107263, 0.7038876303885562]","[[1726613.0556560548, -1540329.6788615955, 542480.2841768509, -94327.13074683401, 8102.891953623143, -275.2791585474613], [-1540329.6788615955, 1374991.6147193618, -484558.9919735694, 84310.16872940904, -7247.098425831636, 246.36267694974492], [542480.2841768509, -484558.9919735694, 170875.44404179882, -29751.22870324361, 2559.070075461856, -87.05292995062258], [-94327.13074683401, 84310.16872940904, -29751.22870324361, 5183.568591008893, -446.1767616172005, 15.188230476987828], [8102.891953623143, -7247.098425831636, 2559.070075461856, -446.1767616172005, 38.431642495139144, -1.3091581079045578], [-275.2791585474613, 246.36267694974492, -87.05292995062258, 15.188230476987828, -1.3091581079045578, 0.044627031227333365]]",2018-01-08 11:43:00,,164544.62,"[59.5409, 88.0336, 122.06065, 165.8575, 391.698, 514.0048, 661.657, 898.042, 1173.228, 1332.492, 1836.063]","[0.2890118273297806, 0.27715815665208215, 0.24031648721479032, 0.15729589819587655, 0.07990133129467669, 0.05663822770791351, 0.04697514946318647, 0.026812857094817188, 0.0232981393932811, 0.020509351047422627, 0.01323855060597146]","[0.004335340153277134, 0.006929523092620035, 0.0036079486767137325, 0.0023990743326401777, 0.0012436934564574841, 0.0016584244748460806, 0.0007047208427829827, 0.0004079154972754801, 0.0003495583304973128, 0.00030771248483364765, 0.00020370089609181874]"
Akimov,1,True,"[-480.4370056605839, 356.3105609165229, -103.76062421308211, 15.333545019453775, -1.1548715151018314, 0.03552197853811021]","[[372335.4221502731, -332723.19193238585, 117377.15371527673, -20443.462987045248, 1758.9686309029692, -59.85097544416792], [-332723.19193238585, 297507.10908078373, -105020.07594013702, 18303.01123133917, -1575.8192195760694, 53.65340824888269], [117377.15371527673, -105020.07594013702, 37096.439791180324, -6469.542655304842, 557.3789203771871, -18.99034913740963], [-20443.462987045248, 18303.01123133917, -6469.542655304842, 1129.0510214293265, -97.34020882647239, 3.318758998224152], [1758.9686309029692, -1575.8192195760694, 557.3789203771871, -97.34020882647239, 8.398019664913585, -0.2865275942288211], [-59.85097544416792, 53.65340824888269, -18.99034913740963, 3.318758998224152, -0.2865275942288211, 0.009782801606777731]]",2018-01-05 15:58:00,,241259.63,"[59.5409, 88.0336, 122.06065, 165.8575, 391.698, 514.0048, 661.657, 898.042, 1173.228, 1332.492, 1836.063]","[0.1293129698211571, 0.12131916201607679, 0.10519763975085276, 0.07749594570920446, 0.03474196647662715, 0.02849427933162496, 0.02052964463932644, 0.013750103350659706, 0.011278597827400642, 0.009990785326496117, 0.00705953538717735]","[0.0019397099600213905, 0.003033025158542654, 0.001580249279342067, 0.0011896720542000944, 0.0005524309628464514, 0.0008825745858548096, 0.00030800865741756415, 0.00021915617653526078, 0.00016923712451456032, 0.00014991091961122515, 0.00010829871526381531]"
Akimov,2,True,"[217.39212348104869, -244.59929369898836, 101.34573799644832, -19.53847018966721, 1.7950804985133813, -0.06369308295276185]","[[160059.21388364356, -143089.09385538244, 50499.14425720791, -8798.961938834293, 757.3783746354679, -25.781422847353383], [-143089.09385538244, 127993.99413836378, -45199.45614163764, 7880.466141382147, -678.7441912597604, 23.119116083340934], [50499.14425720791, -45199.45614163764, 15971.784919992593, -2786.476252551231, 240.15708669853052, -8.185507232318175], [-8798.961938834293, 7880.466141382147, -2786.476252551231, 486.46138720306084, -41.95497016517291, 1.4309643695782162], [757.3783746354679, -678.7441912597604, 240.15708669853052, -41.95497016517291, 3.620915673600313, -0.12358477855839445], [-25.781422847353383, 23.119116083340934, -8.185507232318175, 1.4309643695782162, -0.12358477855839445, 0.004220995352515613]]",2017-11-04 15:10:00,,333020.94,"[59.5409, 88.0336, 122.06065, 165.8575, 391.698, 514.0048, 661.657, 898.042, 1173.228, 1332.492, 1836.063]","[0.0826841111990852, 0.07776543283185508, 0.06795434777318, 0.05240711384927416, 0.02292416626540835, 0.0182967445367701, 0.013665804582284618, 0.009509737912328271, 0.007720635224104361, 0.006857813491257422, 0.004922885827080484]","[0.001240344722573399, 0.0019443935828725102, 0.0010206983263305691, 0.0007968244914368568, 0.0003557777868734505, 0.0003957566162163038, 0.00020503293436554157, 0.0001472729031522159, 0.00011585064490882545, 0.00010290236814608802, 7.484303331053906e-05]"
Akimov,3,True,"[318.50357633617415, -323.4419548588936, 125.80902269668175, -23.428781624975176, 2.1120783001237133, -0.07423159075224191]","[[83670.48788920621, -74910.10264493125, 26475.769949662743, -4619.582898731146, 398.1616782811983, -13.57044354655183], [-74910.10264493125, 67110.97771758909, -23735.48081526915, 4144.338948667359, -357.4517102217114, 12.191465349094745], [26475.769949662743, -23735.48081526915, 8400.624186044291, -1467.8648959652412, 126.69777116575132, -4.324417577359317], [-4619.582898731146, 4144.338948667359, -1467.8648959652412, 256.67732301694485, -22.171849275175887, 0.7573425300389877], [398.1616782811983, -357.4517102217114, 126.69777116575132, -22.171849275175887, 1.916697438050086, -0.06552128390335689], [-13.57044354655183, 12.191465349094745, -4.324417577359317, 0.7573425300389877, -0.06552128390335689, 0.0022415668949124406]]",2017-11-12 17:22:00,,80185.61,"[59.5409, 88.0336, 122.06065, 165.8575, 391.698, 514.0048, 661.657, 898.042, 1173.228, 1332.492, 1836.063]","[0.055000320940821065, 0.05297466595382899, 0.04674227177746456, 0.03669451048089768, 0.016219996015766684, 0.012956479116108213, 0.009673749121672707, 0.006904253442169088, 0.005575982106722469, 0.004952980560274312, 0.0035991748850144212]","[0.0008253689097029161, 0.0013256875235691983, 0.0007071186232232297, 0.0006032245208612392, 0.0002928639455360378, 0.0005558717302587356, 0.00014529857730336153, 0.00012273142862378805, 8.38104599569699e-05, 7.443984429062618e-05, 5.80524247548496e-05]"
Akimov,4,True,"[424.60293601082947, -404.5143777226173, 149.98097436169914, -26.9933181630081, 2.371735984848488, -0.08169368700486725]","[[45095.44806233749, -40398.480925993186, 14287.250787544373, -2494.5101534570695, 215.14322359835245, -7.337498871056365], [-40398.480925993186, 36214.8270109476, -12816.532617355675, 2239.312418677455, -193.27119335867886, 6.596235615551429], [14287.250787544373, -12816.532617355675, 4539.08438174667, -793.6599317366883, 68.55081217117707, -2.3413523579404636], [-2494.5101534570695, 2239.312418677455, -793.6599317366883, 138.87771322685444, -12.004592462572715, 0.41033508913859273], [215.14322359835245, -193.27119335867886, 68.55081217117707, -12.004592462572715, 1.0384961349800836, -0.03552548356205578], [-7.337498871056365, 6.596235615551429, -2.3413523579404636, 0.41033508913859273, -0.03552548356205578, 0.0012162452429248034]]",2017-11-03 09:22:00,,106587.48,"[59.5409, 88.0336, 122.06065, 165.8575, 391.698, 514.0048, 661.657, 898.042, 1173.228, 1332.492, 1836.063]","[0.04004963479044858, 0.038110836147466846, 0.03405110565927381, 0.02735640980060024, 0.012190526929149851, 0.009434267647068697, 0.007233436223931803, 0.005201198924830429, 0.004216544216591305, 0.003738654704610506, 0.002751603327953974]","[0.0006009974049648783, 0.0009537673553750215, 0.0005152464933721455, 0.00044459475112648315, 0.00021719584621983064, 0.00038340374196927046, 0.00010864513109890093, 9.126473513054362e-05, 6.337616242503382e-05, 5.6189476054639245e-05, 4.409322968206583e-05]"
Akimov,5,True,"[411.3028369337298, -391.6494940528829, 145.49633826741456, -26.321642311284666, 2.329934512266531, -0.0809840396583176]","[[27982.449205058663, -25084.3692381879, 8876.444268976453, -1550.56022037276, 133.78406462630417, -4.564165334706693], [-25084.3692381879, 22502.310378677732, -7968.612810054023, 1393.0305734285466, -120.28409336310622, 4.106729150100128], [8876.444268976453, -7968.612810054023, 2824.054694750837, -494.07833626339817, 42.696548062176866, -1.4589146257494943], [-1550.56022037276, 1393.0305734285466, -494.07833626339817, 86.51166956023651, -7.482273287578225, 0.2558782152675736], [133.78406462630417, -120.28409336310622, 42.696548062176866, -7.482273287578225, 0.6476809649316859, -0.022168237126285403], [-4.564165334706693, 4.106729150100128, -1.4589146257494943, 0.2558782152675736, -0.022168237126285403, 0.0007594057389043174]]",2018-01-24 17:06:00,,153992.27,"[59.5409, 88.0336, 122.06065, 165.8575, 391.698, 514.0048, 661.657, 898.042, 1173.228, 1332.492, 1836.063]","[0.029463708529001376, 0.028639956838872136, 0.025853634596475134, 0.021206622244785554, 0.009093203803856394, 0.008099917476896869, 0.005610267112027277, 0.004069742677234664, 0.0033034753366549385, 0.0029263743426175904, 0.002138268724432474]","[0.00044213003508521305, 0.0007166490413714921, 0.0003906662076911158, 0.0003721497052847538, 0.00019241117143900234, 0.0005977767233610646, 8.425439031833878e-05, 8.288991743405777e-05, 4.9643199434325586e-05, 4.398105273522404e-05, 3.540885499468386e-05]"
Akimov,6,True,"[374.35513084659533, -350.6335295135396, 128.35010813048876, -22.92075528491754, 2.0052160145940032, -0.06894281017984981]","[[17348.30751607456, -15560.68172949822, 5509.679456512313, -963.0387031322747, 83.1442774831206, -2.8383555545154233], [-15560.68172949822, 13967.161043045196, -4949.115292074143, 865.7164610387274, -74.79953809697392, 2.555450425643759], [5509.679456512313, -4949.115292074143, 1755.02837531551, -307.2414959683245, 26.567813590225455, -0.9084004760500184], [-963.0387031322747, 865.7164610387274, -307.2414959683245, 53.83132901273238, -4.658829167766197, 0.1594282346225064], [83.1442774831206, -74.79953809697392, 26.567813590225455, -4.658829167766197, 0.4035445576468784, -0.013821495496843656], [-2.8383555545154233, 2.555450425643759, -0.9084004760500184, 0.1594282346225064, -0.013821495496843656, 0.00047380166012586677]]",2017-11-02 10:23:00,,81807.63,"[59.5409, 88.0336, 122.06065, 165.8575, 391.698, 514.0048, 661.657, 898.042, 1173.228, 1332.492, 1836.063]","[0.02243890060182971, 0.022048580232660743, 0.019932835373253133, 0.016770612365899724, 0.007365684164915798, 0.005787986279060192, 0.004447334996381288, 0.0033000846976322714, 0.002640126631564174, 0.0023412704384741796, 0.0017379861827651482]","[0.0003369960405870772, 0.000552545922739478, 0.0003050916472324247, 0.000296999800894269, 0.000152903066602102, 0.0003242158870169406, 6.689676229833583e-05, 6.529856602056517e-05, 3.9768176668325954e-05, 3.5275211019351356e-05, 2.9484624947067645e-05]"
Akimov,7,True,"[266.0939825049705, -248.90560351108198, 90.90448745309747, -16.178277643678474, 1.409577295394464, -0.04824271611577533]","[[11665.7773316172, -10467.555543962953, 3707.6082453671056, -648.2621062766428, 55.98448523176434, -1.911706711749899], [-10467.555543962953, 9399.274376636824, -3331.770526032418, 583.0071947798524, -50.389207398272106, 1.722017242409189], [3707.6082453671056, -3331.770526032418, 1181.964724384442, -206.99668975072717, 17.90575952028176, -0.6124336727616838], [-648.2621062766428, 583.0071947798524, -206.99668975072717, 36.28232538558415, -3.1412616715545405, 0.10753542355072848], [55.98448523176434, -50.389207398272106, 17.90575952028176, -3.1412616715545405, 0.27220783457200415, -0.0093269121243129], [-1.911706711749899, 1.722017242409189, -0.6124336727616838, 0.10753542355072848, -0.0093269121243129, 0.00031986602453894865]]",2017-11-09 13:34:00,,86252.81,"[59.5409, 88.0336, 122.06065, 165.8575, 391.698, 514.0048, 661.657, 898.042, 1173.228, 1332.492, 1836.063]","[0.01795250530562308, 0.017612688618512447, 0.01593947172811866, 0.013226943686106243, 0.006160999968560504, 0.004001882020457858, 0.0036335942661921495, 0.002708686091465584, 0.0021588665267242794, 0.0019280592284409205, 0.001436414879627286]","[0.00026962669859539537, 0.0004413973907735605, 0.0002451664097546492, 0.00025145250724440104, 0.00013394991352190286, 0.00029650185559305714, 5.468301538618315e-05, 5.500346978397162e-05, 3.2539748415554995e-05, 2.906935529589799e-05, 2.4878979769664588e-05]"
Akimov,8,True,"[247.50044122078967, -230.7846957870598, 84.14663101278384, -14.97763799781137, 1.307049274221313, -0.044861730526051365]","[[8158.851491676226, -7323.119254670749, 2594.5782002408614, -453.7640938701382, 39.19575727075137, -1.3386655393586773], [-7323.119254670749, 6577.873640809015, -2332.351467269083, 408.2307635713853, -35.29134152321571, 1.2062991536170833], [2594.5782002408614, -2332.351467269083, 827.6706652607807, -144.98949256982328, 12.54505384560807, -0.4291746595291297], [-453.7640938701382, 408.2307635713853, -144.98949256982328, 25.421215241077824, -2.201509778957263, 0.07538283520312448], [39.19575727075137, -35.29134152321571, 12.54505384560807, -2.201509778957263, 0.190827861529729, -0.006540234920237266], [-1.3386655393586773, 1.2062991536170833, -0.4291746595291297, 0.07538283520312448, -0.006540234920237266, 0.00022436148253019694]]",2017-11-01 14:06:00,,72657.08,"[59.5409, 88.0336, 122.06065, 165.8575, 391.698, 514.0048, 661.657, 898.042, 1173.228, 1332.492, 1836.063]","[0.014598401137991098, 0.01433596064606011, 0.013073350559493263, 0.011042529113496386, 0.004992722074296625, 0.0045231852987093904, 0.0030150615772348626, 0.0022943285144522018, 0.0018027176925030062, 0.0016041522787830025, 0.0011814287550214815]","[0.00021938215133456945, 0.0003596697737441004, 0.00020321927573156888, 0.00021787776987992332, 0.00011565864734419048, 0.0002801721569924061, 4.543632140205465e-05, 5.042860270110967e-05, 2.722791910254557e-05, 2.4237506413640923e-05, 2.13613403857557e-05]"
Akimov,10,True,"[126.97109697559705, -119.86087291921683, 44.06324483036417, -7.87535230118552, 0.6882469142441084, -0.023607184119316664]","[[2500.307540675806, -2268.635676904587, 812.8806336059519, -143.81737642416604, 12.569497898263148, -0.4343859163903507], [-2268.635676904587, 2060.664187979324, -739.2076678930828, 130.93853351218522, -11.45780190216703, 0.396450692468641], [812.8806336059519, -739.2076678930828, 265.4918102165855, -47.086723387811226, 4.125632820620077, -0.1429354536285967], [-143.81737642416604, 130.93853351218522, -47.086723387811226, 8.362082612038458, -0.7336485623232979, 0.025452044355411645], [12.569497898263148, -11.45780190216703, 4.125632820620077, -0.7336485623232979, 0.06445501989954985, -0.0022391875485014727], [-0.4343859163903507, 0.396450692468641, -0.1429354536285967, 0.025452044355411645, -0.0022391875485014727, 7.789823861805894e-05]]",2021-06-17 16:29:10,,2491.88,"[59.54, 88.0336, 122.06065, 165.8575, 391.698, 514.01, 661.657, 1332.492, 1836.063]","[0.009910974458740188, 0.010016726739884785, 0.009089873987257338, 0.007525198628444329, 0.003560566712672421, 0.0028734209383183434, 0.002127235580225307, 0.0011726434354045738, 0.0008712547176719734]","[8.547910313999191e-05, 0.0001489437073287888, 0.0001203845954134213, 0.00013668323459163672, 9.40172007017286e-05, 6.33271734980989e-05, 3.013175790469429e-05, 1.4976400179629004e-05, 1.734844860680771e-05]"
