Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type, Skew_Type, Continuum_Coefficients, Skew_Coefficients
     keV,    Counts,Uncertainty,       CPS,  keV,Percent,Chi_Sqr,    Counts,ID#, Name, LiveTime, Date, Time,        ,              keV,              keV,              keV, (css),           ,               ,          ,                       ,                  
   30.63,   82311.8,  322.5    ,2.8077e+001, 0.30,  0.96%,   2.46,  244605.6,  1,  ,2931.652,15-May-2025,13:33:18,Ba133 (x-ray),30.62,29.3329,32.8822,#00b9ff,,Linear,NoSkew,29.3329 4536.322 -833.3801,
   30.98,  151270.6,  415.3    ,5.1599e+001, 0.30,  0.97%,   2.46,  244605.6,  2,  ,2931.652,15-May-2025,13:33:18,Ba133 (x-ray),30.97,29.3329,32.8822,#00b9ff,,Linear,NoSkew,29.3329 4536.322 -833.3801,
   34.97,   30346.7,  177.4    ,1.0351e+001, 0.33,  0.95%,   1.48,   41373.1,  3,  ,2931.652,15-May-2025,13:33:18,Ba133 (x-ray),34.99;34.92,33.331,37.5437,#00b9ff,,Linear,NoSkew,33.331 1349.255 -218.3751,
   35.83,    7142.1,  89.1     ,2.4362e+000, 0.35,  0.98%,   1.48,   41373.1,  4,  ,2931.652,15-May-2025,13:33:18,Ba133 (x-ray),35.82,33.331,37.5437,#00b9ff,,Linear,NoSkew,33.331 1349.255 -218.3751,
   53.16,    1070.7,  40.6     ,3.6522e-001, 0.37,  0.69%,   0.91,    2361.3,  5,  ,2931.652,15-May-2025,13:33:18,Ba133,53.16,51.4151,53.892,#00b9ff,,Linear,NoSkew,51.4151 508.5568 -3.491867,
   81.00,    3699.4,  66.3     ,1.2619e+000, 0.46,  0.57%,   0.92,    4954.0,  7,  ,2931.652,15-May-2025,13:33:18,Ba133,81.00,80.0433,83.3152,#00b9ff,,Linear,NoSkew,80.0433 365.4653 -2.251166,
