Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type, Skew_Type, Continuum_Coefficients, Skew_Coefficients
     keV,    Counts,Uncertainty,       CPS,  keV,Percent,Chi_Sqr,    Counts,ID#, Name, LiveTime, Date, Time,        ,              keV,              keV,              keV, (css),           ,               ,          ,                       ,                  
   30.62,   83914.6,  326.1    ,4.8395e+000, 0.30,  0.97%,   2.78,  244796.4,  1,  ,17339.523,20-May-2025,08:59:41,Ba133 (x-ray),30.62,29.5722,32.5116,#00b9ff,,Linear,NoSkew,29.5722 4469.829 -731.6408,
   30.97,  150728.7,  415.2    ,8.6928e+000, 0.30,  0.96%,   2.78,  244796.4,  2,  ,17339.523,20-May-2025,08:59:41,Ba133 (x-ray),30.97,29.5722,32.5116,#00b9ff,,Linear,NoSkew,29.5722 4469.829 -731.6408,
   34.96,   30886.6,  179.5    ,1.7813e+000, 0.33,  0.94%,   1.57,   41724.1,  3,  ,17339.523,20-May-2025,08:59:41,Ba133 (x-ray),34.99;34.92,33.5604,37.0742,#00b9ff,,Linear,NoSkew,33.5604 1486.483 -258.9069,
   35.82,    7099.9,  89.8     ,4.0946e-001, 0.35,  0.98%,   1.57,   41724.1,  4,  ,17339.523,20-May-2025,08:59:41,Ba133 (x-ray),35.82,33.5604,37.0742,#00b9ff,,Linear,NoSkew,33.5604 1486.483 -258.9069,
   53.15,    1039.7,  40.0     ,5.9961e-002, 0.35,  0.65%,   1.09,    2556.6,  5,  ,17339.523,20-May-2025,08:59:41,Ba133,53.16,51.5561,54.0251,#00b9ff,,Linear,NoSkew,51.5561 582.7733 8.028338,
   80.97,    3840.6,  67.7     ,2.2150e-001, 0.44,  0.55%,   1.25,    4624.0,  7,  ,17339.523,20-May-2025,08:59:41,Ba133,81.00,80.0176,81.9241,#00b9ff,,Linear,NoSkew,80.0176 399.3841 -15.74272,
