Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type, Skew_Type, Continuum_Coefficients, Skew_Coefficients
     keV,    Counts,Uncertainty,       CPS,  keV,Percent,Chi_Sqr,    Counts,ID#, Name, LiveTime, Date, Time,        ,              keV,              keV,              keV, (css),           ,               ,          ,                       ,                  
   11.88,    8661.1,  104.1    ,4.5960e+000, 0.21,  1.78%,   0.84,   12351.0,  1,  ,1884.475,13-Jun-2025,09:40:03,Am241 (x-ray),11.87,11.1351,12.3922,#006600,,Linear,NoSkew,11.1351 1903.415 1597.682,
   26.35,   11066.7,  106.1    ,5.8725e+000, 0.27,  1.02%,   1.04,   11352.5,  2,  ,1884.475,13-Jun-2025,09:40:03,Am241,26.35,25.4085,26.9348,#006600,,Linear,NoSkew,25.4085 339.818 -224.3616,
   33.19,     314.4,  18.8     ,1.6686e-001, 0.31,  0.92%,   0.80,     426.3,  3,  ,1884.475,13-Jun-2025,09:40:03,Am241,33.20,32.4535,34.813,#006600,,Linear,NoSkew,32.4535 31.76118 -0.2098866,
   59.53,   16263.7,  127.9    ,8.6303e+000, 0.39,  0.65%,   0.72,   16463.4,  4,  ,1884.475,13-Jun-2025,09:40:03,Am241,59.54,57.9347,60.5028,#006600,,Linear,NoSkew,57.9347 134.3606 -55.99574,
