Centroid,  Net_Area,   Net_Area,, ,          ,     ,     , Nuclide, Photopeak_Energy,,
     keV,    Counts,Uncertainty,AccumulatedTime, RealTime,  LiveTime, Date, Time,        ,              keV,slowCounts, fastCounts, peakingTime, flatTopWidth, Gain
   30.62,   83758.6,  325.6    ,48475.035, 48516.427,44383.742,21-May-2025,16:50:32,Ba133 (x-ray),30.62,500000, 546070, 25.600000, 4.000000, 3.398
   30.97,  153625.8,  418.5    ,48475.035, 48516.427,44383.742,21-May-2025,16:50:32,Ba133 (x-ray),30.97,500000, 546070, 25.600000, 4.000000, 3.398
   34.96,   31265.2,  180.6    ,48475.035, 48516.427,44383.742,21-May-2025,16:50:32,Ba133 (x-ray),34.99;34.92,500000, 546070, 25.600000, 4.000000, 3.398
   35.83,    7302.1,  91.2     ,48475.035, 48516.427,44383.742,21-May-2025,16:50:32,Ba133 (x-ray),35.82,500000, 546070, 25.600000, 4.000000, 3.398
   53.16,    1088.2,  41.0     ,48475.035, 48516.427,44383.742,21-May-2025,16:50:32,Ba133,53.16,500000, 546070, 25.600000, 4.000000, 3.398
   80.97,    3892.5,  68.2     ,48475.035, 48516.427,44383.742,21-May-2025,16:50:32,Ba133,81.00,500000, 546070, 25.600000, 4.000000, 3.398
