Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type, Skew_Type, Continuum_Coefficients, Skew_Coefficients
     keV,    Counts,Uncertainty,       CPS,  keV,Percent,Chi_Sqr,    Counts,ID#, Name, LiveTime, Date, Time,        ,              keV,              keV,              keV, (css),           ,               ,          ,                       ,                  
   30.62,   84228.1,  326.8    ,3.6948e+000, 0.30,  0.97%,   2.39,  245427.8,  1,  ,22796.639,19-May-2025,07:58:31,Ba133 (x-ray),30.62,29.6044,32.4368,#00b9ff,,Linear,NoSkew,29.6044 4388.892 -673.2375,
   30.97,  151332.8,  416.2    ,6.6384e+000, 0.30,  0.97%,   2.39,  245427.8,  2,  ,22796.639,19-May-2025,07:58:31,Ba133 (x-ray),30.97,29.6044,32.4368,#00b9ff,,Linear,NoSkew,29.6044 4388.892 -673.2375,
   34.96,   31278.2,  180.6    ,1.3721e+000, 0.33,  0.94%,   1.38,   41776.1,  3,  ,22796.639,19-May-2025,07:58:31,Ba133 (x-ray),34.99;34.92,33.6727,36.8643,#00b9ff,,Linear,NoSkew,33.6727 1384.011 -244.7416,
   35.82,    7230.3,  90.7     ,3.1716e-001, 0.35,  0.98%,   1.38,   41776.1,  4,  ,22796.639,19-May-2025,07:58:31,Ba133 (x-ray),35.82,33.6727,36.8643,#00b9ff,,Linear,NoSkew,33.6727 1384.011 -244.7416,
   53.16,    1070.9,  40.7     ,4.6976e-002, 0.38,  0.71%,   0.96,    2372.0,  5,  ,22796.639,19-May-2025,07:58:31,Ba133,53.16,52.0726,54.2469,#00b9ff,,Linear,NoSkew,52.0726 585.4886 -5.698755,
   80.98,    3698.3,  67.5     ,1.6223e-001, 0.45,  0.55%,   1.13,    5177.9,  7,  ,22796.639,19-May-2025,07:58:31,Ba133,81.00,79.9732,83.6835,#00b9ff,,Linear,NoSkew,79.9732 367.4236 4.057149,
