Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type, Skew_Type, Continuum_Coefficients, Skew_Coefficients
     keV,    Counts,Uncertainty,       CPS,  keV,Percent,Chi_Sqr,    Counts,ID#, Name, LiveTime, Date, Time,        ,              keV,              keV,              keV, (css),           ,               ,          ,                       ,                  
   30.62,   85568.5,  328.8    ,3.2234e+002, 0.30,  0.98%,   3.36,  249948.4,  1,  ,265.463,24-Jul-2025,11:38:59,Ba133 (x-ray),30.62,29.1435,32.6025,#00B9FF,,Linear,NoSkew,29.1435 4457.115 -762.0647,
   30.97,  153260.6,  418.7    ,5.7733e+002, 0.30,  0.98%,   3.36,  249948.4,  2,  ,265.463,24-Jul-2025,11:38:59,Ba133 (x-ray),30.97,29.1435,32.6025,#00B9FF,,Linear,NoSkew,29.1435 4457.115 -762.0647,
   34.97,   31262.1,  179.8    ,1.1776e+002, 0.33,  0.95%,   1.82,   42333.4,  3,  ,265.463,24-Jul-2025,11:38:59,Ba133 (x-ray),34.99;34.92,33.2267,37.059,#00B9FF,,Linear,NoSkew,33.2266 1335.089 -227.0078,
   35.83,    7472.0,  91.2     ,2.8147e+001, 0.36,  1.01%,   1.82,   42333.4,  4,  ,265.463,24-Jul-2025,11:38:59,Ba133 (x-ray),35.82,33.2267,37.059,#00B9FF,,Linear,NoSkew,33.2266 1335.089 -227.0078,
   53.15,    1034.5,  38.6     ,3.8971e+000, 0.36,  0.67%,   1.13,    2070.5,  5,  ,265.463,24-Jul-2025,11:38:59,Ba133,53.16,51.9493,54.1138,#00B9FF,,Linear,NoSkew,51.9493 455.5581 0.7490989,
   80.97,    3862.0,  67.6     ,1.4548e+001, 0.45,  0.56%,   1.02,    4604.3,  6,  ,265.463,24-Jul-2025,11:38:59,Ba133,81.00,80.0847,82.0571,#00B9FF,,Linear,NoSkew,80.0847 354.4002 -1.826552,
