#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2026-01-09, 14:35:14
# Real time (s): 11823.350
# Live time (s): 11028.830
#
# Total counts:  59919795
#
# Left marker:  20 (4.751 keV)
# Right marker: 50 (12.067 keV)
# Counts:       1129086
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -0.126274
#     A1: 0.243864
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
2137	521.012	2163	0.196122
2138	521.256	2222	0.201472
2139	521.500	2154	0.195306
2140	521.744	2158	0.195669
2141	521.988	2192	0.198752
2142	522.231	2230	0.202197
2143	522.475	2274	0.206187
2144	522.719	2299	0.208454
2145	522.963	2309	0.20936
2146	523.207	2307	0.209179
2147	523.451	2445	0.221692
2148	523.695	2284	0.207094
2149	523.939	2397	0.217339
2150	524.182	2451	0.222236
2151	524.426	2514	0.227948
2152	524.670	2566	0.232663
2153	524.914	2594	0.235202
2154	525.158	2532	0.22958
2155	525.402	2536	0.229943
2156	525.646	2594	0.235202
2157	525.889	2665	0.241639
2158	526.133	2759	0.250163
2159	526.377	2798	0.253699
2160	526.621	2893	0.262313
2161	526.865	2990	0.271108
2162	527.109	3229	0.292778
2163	527.353	3228	0.292687
2164	527.596	3339	0.302752
2165	527.840	3463	0.313995
2166	528.084	3326	0.301573
2167	528.328	3270	0.296496
2168	528.572	3074	0.278724
2169	528.816	2734	0.247896
2170	529.060	2597	0.235474
2171	529.304	2395	0.217158
2172	529.547	2339	0.212081
2173	529.791	2245	0.203557
2174	530.035	2224	0.201653
2175	530.279	2134	0.193493
2176	530.523	1970	0.178623
2177	530.767	2084	0.188959
2178	531.011	1901	0.172366
2179	531.254	1864	0.169012
2180	531.498	1900	0.172276
2181	531.742	1879	0.170372
2182	531.986	1884	0.170825
2183	532.230	1863	0.168921
2184	532.474	1861	0.16874
2185	532.718	1987	0.180164
2186	532.962	1823	0.165294
2187	533.205	1843	0.167107
2188	533.449	1932	0.175177
2189	533.693	1877	0.17019
2190	533.937	1812	0.164297
2191	534.181	1851	0.167833
2192	534.425	1845	0.167289
2193	534.669	1855	0.168196
2194	534.912	1977	0.179257
2195	535.156	1916	0.173726
2196	535.400	1864	0.169012
2197	535.644	1890	0.171369
2198	535.888	1885	0.170916
2199	536.132	1928	0.174815
2200	536.376	1955	0.177263
2201	536.619	1930	0.174996
2202	536.863	1966	0.17826
2203	537.107	1962	0.177897
2204	537.351	1923	0.174361
2205	537.595	1806	0.163753
2206	537.839	1818	0.164841
2207	538.083	1860	0.168649
2208	538.327	1775	0.160942
2209	538.570	1832	0.16611
2210	538.814	1826	0.165566
2211	539.058	1868	0.169374
2212	539.302	1862	0.16883
2213	539.546	1736	0.157406
2214	539.790	1754	0.159038
2215	540.034	1841	0.166926
2216	540.277	1828	0.165747
2217	540.521	1748	0.158494
2218	540.765	1757	0.15931
2219	541.009	1741	0.157859
2220	541.253	1802	0.16339
2221	541.497	1744	0.158131
2222	541.741	1769	0.160398
2223	541.984	1746	0.158312
2224	542.228	1807	0.163843
2225	542.472	1759	0.159491
2226	542.716	1762	0.159763
2227	542.960	1789	0.162211
2228	543.204	1715	0.155502
2229	543.448	1727	0.15659
2230	543.692	1793	0.162574
2231	543.935	1776	0.161032
2232	544.179	1786	0.161939
2233	544.423	1821	0.165113
2234	544.667	1783	0.161667
2235	544.911	1703	0.154413
2236	545.155	1807	0.163843
2237	545.399	1804	0.163571
2238	545.642	1793	0.162574
2239	545.886	1716	0.155592
2240	546.130	1693	0.153507
2241	546.374	1857	0.168377
2242	546.618	1763	0.159854
2243	546.862	1741	0.157859
2244	547.106	1700	0.154141
2245	547.350	1749	0.158584
2246	547.593	1715	0.155502
2247	547.837	1752	0.158856
2248	548.081	1825	0.165475
2249	548.325	1673	0.151693
2250	548.569	1773	0.16076
2251	548.813	1765	0.160035
2252	549.057	1710	0.155048
2253	549.300	1753	0.158947
2254	549.544	1724	0.156318
2255	549.788	1730	0.156862
2256	550.032	1722	0.156136
2257	550.276	1740	0.157768
2258	550.520	1715	0.155502
2259	550.764	1779	0.161305
2260	551.007	1683	0.1526
2261	551.251	1729	0.156771
2262	551.495	1740	0.157768
2263	551.739	1704	0.154504
2264	551.983	1798	0.163027
2265	552.227	1783	0.161667
2266	552.471	1804	0.163571
2267	552.715	1697	0.153869
2268	552.958	1711	0.155139
2269	553.202	1786	0.161939
2270	553.446	1754	0.159038
2271	553.690	1726	0.156499
2272	553.934	1763	0.159854
2273	554.178	1775	0.160942
2274	554.422	1694	0.153597
2275	554.665	1733	0.157134
2276	554.909	1713	0.15532
2277	555.153	1774	0.160851
2278	555.397	1720	0.155955
2279	555.641	1666	0.151059
2280	555.885	1752	0.158856
2281	556.129	1740	0.157768
2282	556.372	1721	0.156046
2283	556.616	1751	0.158766
2284	556.860	1718	0.155774
2285	557.104	1754	0.159038
2286	557.348	1687	0.152963
2287	557.592	1699	0.154051
2288	557.836	1784	0.161758
2289	558.080	1694	0.153597
2290	558.323	1744	0.158131
2291	558.567	1752	0.158856
2292	558.811	1643	0.148973
2293	559.055	1718	0.155774
2294	559.299	1741	0.157859
2295	559.543	1728	0.15668
2296	559.787	1722	0.156136
2297	560.030	1782	0.161577
2298	560.274	1763	0.159854
2299	560.518	1796	0.162846
2300	560.762	1640	0.148701
2301	561.006	1702	0.154323
2302	561.250	1742	0.15795
2303	561.494	1712	0.15523
2304	561.738	1700	0.154141
2305	561.981	1755	0.159128
2306	562.225	1708	0.154867
2307	562.469	1694	0.153597
2308	562.713	1755	0.159128
2309	562.957	1785	0.161849
2310	563.201	1766	0.160126
2311	563.445	1845	0.167289
2312	563.688	1765	0.160035
2313	563.932	1628	0.147613
2314	564.176	1661	0.150605
2315	564.420	1666	0.151059
2316	564.664	1685	0.152781
2317	564.908	1762	0.159763
2318	565.152	1745	0.158222
2319	565.395	1823	0.165294
2320	565.639	1763	0.159854
2321	565.883	1654	0.149971
2322	566.127	1723	0.156227
2323	566.371	1772	0.16067
2324	566.615	1715	0.155502
2325	566.859	1695	0.153688
2326	567.103	1763	0.159854
2327	567.346	1745	0.158222
2328	567.590	1678	0.152147
2329	567.834	1721	0.156046
2330	568.078	1816	0.164659
2331	568.322	1705	0.154595
2332	568.566	1812	0.164297
2333	568.810	1783	0.161667
2334	569.053	1745	0.158222
2335	569.297	1697	0.153869
2336	569.541	1717	0.155683
2337	569.785	1666	0.151059
2338	570.029	1747	0.158403
2339	570.273	1732	0.157043
2340	570.517	1782	0.161577
2341	570.761	1713	0.15532
2342	571.004	1739	0.157678
2343	571.248	1743	0.15804
2344	571.492	1717	0.155683
2345	571.736	1690	0.153235
2346	571.980	1715	0.155502
2347	572.224	1645	0.149155
2348	572.468	1777	0.161123
2349	572.711	1758	0.1594
2350	572.955	1740	0.157768
2351	573.199	1690	0.153235
2352	573.443	1766	0.160126
2353	573.687	1753	0.158947
2354	573.931	1746	0.158312
2355	574.175	1838	0.166654
2356	574.418	1706	0.154685
2357	574.662	1699	0.154051
2358	574.906	1736	0.157406
2359	575.150	1722	0.156136
2360	575.394	1826	0.165566
2361	575.638	1828	0.165747
2362	575.882	1739	0.157678
2363	576.126	1777	0.161123
2364	576.369	1688	0.153053
2365	576.613	1726	0.156499
2366	576.857	1759	0.159491
2367	577.101	1718	0.155774
2368	577.345	1670	0.151421
2369	577.589	1683	0.1526
2370	577.833	1767	0.160216
2371	578.076	1713	0.15532
2372	578.320	1752	0.158856
2373	578.564	1719	0.155864
2374	578.808	1752	0.158856
2375	579.052	1799	0.163118
2376	579.296	1744	0.158131
2377	579.540	1715	0.155502
2378	579.783	1797	0.162937
2379	580.027	1737	0.157496
2380	580.271	1768	0.160307
2381	580.515	1713	0.15532
2382	580.759	1716	0.155592
2383	581.003	1754	0.159038
2384	581.247	1741	0.157859
2385	581.491	1796	0.162846
2386	581.734	1795	0.162755
2387	581.978	1680	0.152328
2388	582.222	1740	0.157768
2389	582.466	1710	0.155048
2390	582.710	1709	0.154958
2391	582.954	1746	0.158312
2392	583.198	1728	0.15668
2393	583.441	1747	0.158403
2394	583.685	1798	0.163027
2395	583.929	1742	0.15795
2396	584.173	1814	0.164478
2397	584.417	1705	0.154595
2398	584.661	1780	0.161395
2399	584.905	1750	0.158675
2400	585.149	1750	0.158675
2401	585.392	1752	0.158856
2402	585.636	1759	0.159491
2403	585.880	1671	0.151512
2404	586.124	1748	0.158494
2405	586.368	1763	0.159854
2406	586.612	1728	0.15668
2407	586.856	1760	0.159582
2408	587.099	1691	0.153325
2409	587.343	1764	0.159944
2410	587.587	1792	0.162483
2411	587.831	1769	0.160398
2412	588.075	1790	0.162302
2413	588.319	1787	0.16203
2414	588.563	1787	0.16203
2415	588.806	1679	0.152237
2416	589.050	1690	0.153235
2417	589.294	1728	0.15668
2418	589.538	1783	0.161667
2419	589.782	1813	0.164387
2420	590.026	1781	0.161486
2421	590.270	1845	0.167289
2422	590.514	1716	0.155592
2423	590.757	1743	0.15804
2424	591.001	1765	0.160035
2425	591.245	1661	0.150605
2426	591.489	1713	0.15532
2427	591.733	1766	0.160126
2428	591.977	1729	0.156771
2429	592.221	1751	0.158766
2430	592.464	1784	0.161758
2431	592.708	1726	0.156499
2432	592.952	1777	0.161123
2433	593.196	1671	0.151512
2434	593.440	1739	0.157678
2435	593.684	1784	0.161758
2436	593.928	1766	0.160126
2437	594.171	1757	0.15931
2438	594.415	1772	0.16067
2439	594.659	1771	0.160579
2440	594.903	1816	0.164659
2441	595.147	1797	0.162937
2442	595.391	1752	0.158856
2443	595.635	1786	0.161939
2444	595.879	1793	0.162574
2445	596.122	1744	0.158131
2446	596.366	1733	0.157134
2447	596.610	1809	0.164025
2448	596.854	1682	0.152509
2449	597.098	1791	0.162393
2450	597.342	1742	0.15795
2451	597.586	1844	0.167198
2452	597.829	1691	0.153325
2453	598.073	1763	0.159854
2454	598.317	1790	0.162302
2455	598.561	1761	0.159672
2456	598.805	1788	0.162121
2457	599.049	1756	0.159219
2458	599.293	1751	0.158766
2459	599.537	1740	0.157768
2460	599.780	1835	0.166382
2461	600.024	1864	0.169012
2462	600.268	1806	0.163753
2463	600.512	1821	0.165113
2464	600.756	1799	0.163118
2465	601.000	1751	0.158766
2466	601.244	1754	0.159038
2467	601.487	1783	0.161667
2468	601.731	1810	0.164115
2469	601.975	1888	0.171188
2470	602.219	1843	0.167107
2471	602.463	1798	0.163027
2472	602.707	1790	0.162302
2473	602.951	1750	0.158675
2474	603.194	1835	0.166382
2475	603.438	1754	0.159038
2476	603.682	1711	0.155139
2477	603.926	1809	0.164025
2478	604.170	1727	0.15659
2479	604.414	1823	0.165294
2480	604.658	1766	0.160126
2481	604.902	1813	0.164387
2482	605.145	1853	0.168014
2483	605.389	1829	0.165838
2484	605.633	1738	0.157587
2485	605.877	1853	0.168014
2486	606.121	1880	0.170462
2487	606.365	1807	0.163843
2488	606.609	1839	0.166745
2489	606.852	1838	0.166654
2490	607.096	1810	0.164115
2491	607.340	1781	0.161486
2492	607.584	1820	0.165022
2493	607.828	1839	0.166745
2494	608.072	1814	0.164478
2495	608.316	1888	0.171188
2496	608.559	1815	0.164569
2497	608.803	1828	0.165747
2498	609.047	1846	0.167379
2499	609.291	1816	0.164659
2500	609.535	1845	0.167289
2501	609.779	1881	0.170553
2502	610.023	1784	0.161758
2503	610.267	1787	0.16203
2504	610.510	1756	0.159219
2505	610.754	1871	0.169646
2506	610.998	1822	0.165203
2507	611.242	1845	0.167289
2508	611.486	1832	0.16611
2509	611.730	1799	0.163118
2510	611.974	1852	0.167924
2511	612.217	1808	0.163934
2512	612.461	1865	0.169102
2513	612.705	1829	0.165838
2514	612.949	1829	0.165838
2515	613.193	1828	0.165747
2516	613.437	1835	0.166382
2517	613.681	1880	0.170462
2518	613.925	1846	0.167379
2519	614.168	1828	0.165747
2520	614.412	1818	0.164841
2521	614.656	1923	0.174361
2522	614.900	1827	0.165657
2523	615.144	1906	0.17282
2524	615.388	1838	0.166654
2525	615.632	1837	0.166563
2526	615.875	1775	0.160942
2527	616.119	1893	0.171641
2528	616.363	1926	0.174633
2529	616.607	1935	0.175449
2530	616.851	1900	0.172276
2531	617.095	1793	0.162574
2532	617.339	1820	0.165022
2533	617.582	1895	0.171822
2534	617.826	1842	0.167017
2535	618.070	1892	0.17155
2536	618.314	1914	0.173545
2537	618.558	1836	0.166473
2538	618.802	1843	0.167107
2539	619.046	1838	0.166654
2540	619.290	1880	0.170462
2541	619.533	1861	0.16874
2542	619.777	1870	0.169556
2543	620.021	1861	0.16874
2544	620.265	1895	0.171822
2545	620.509	1828	0.165747
2546	620.753	1910	0.173182
2547	620.997	1886	0.171006
2548	621.240	1876	0.1701
2549	621.484	1914	0.173545
2550	621.728	1874	0.169918
2551	621.972	1850	0.167742
2552	622.216	1879	0.170372
2553	622.460	1866	0.169193
2554	622.704	1880	0.170462
2555	622.948	1861	0.16874
2556	623.191	1890	0.171369
2557	623.435	1903	0.172548
2558	623.679	1877	0.17019
2559	623.923	1905	0.172729
2560	624.167	1901	0.172366
2561	624.411	1908	0.173001
2562	624.655	1954	0.177172
2563	624.898	1958	0.177535
2564	625.142	1837	0.166563
2565	625.386	1877	0.17019
2566	625.630	1930	0.174996
2567	625.874	1851	0.167833
2568	626.118	1920	0.174089
2569	626.362	1964	0.178079
2570	626.605	1839	0.166745
2571	626.849	1890	0.171369
2572	627.093	1924	0.174452
2573	627.337	1894	0.171732
2574	627.581	1967	0.178351
2575	627.825	1836	0.166473
2576	628.069	1941	0.175993
2577	628.313	1936	0.17554
2578	628.556	1923	0.174361
2579	628.800	1984	0.179892
2580	629.044	1910	0.173182
2581	629.288	1884	0.170825
2582	629.532	1826	0.165566
2583	629.776	1897	0.172004
2584	630.020	1762	0.159763
2585	630.263	1842	0.167017
2586	630.507	1922	0.174271
2587	630.751	1926	0.174633
2588	630.995	1902	0.172457
2589	631.239	1915	0.173636
2590	631.483	1921	0.17418
2591	631.727	1915	0.173636
2592	631.970	1967	0.178351
2593	632.214	1902	0.172457
2594	632.458	1987	0.180164
2595	632.702	1946	0.176447
2596	632.946	1889	0.171278
2597	633.190	1982	0.179711
2598	633.434	2074	0.188053
2599	633.678	1970	0.178623
2600	633.921	2008	0.182068
2601	634.165	1917	0.173817
2602	634.409	1955	0.177263
2603	634.653	1945	0.176356
2604	634.897	1946	0.176447
2605	635.141	1887	0.171097
2606	635.385	1938	0.175721
2607	635.628	1966	0.17826
2608	635.872	1932	0.175177
2609	636.116	1974	0.178985
2610	636.360	1973	0.178895
2611	636.604	2021	0.183247
2612	636.848	1968	0.178441
2613	637.092	1976	0.179167
2614	637.336	1954	0.177172
2615	637.579	2009	0.182159
2616	637.823	2018	0.182975
2617	638.067	1995	0.18089
2618	638.311	1988	0.180255
2619	638.555	1928	0.174815
2620	638.799	1943	0.176175
2621	639.043	1917	0.173817
2622	639.286	1964	0.178079
2623	639.530	1912	0.173364
2624	639.774	1943	0.176175
2625	640.018	1936	0.17554
2626	640.262	1878	0.170281
2627	640.506	1975	0.179076
2628	640.750	2017	0.182884
2629	640.993	1929	0.174905
2630	641.237	1966	0.17826
2631	641.481	2075	0.188143
2632	641.725	1910	0.173182
2633	641.969	1931	0.175087
2634	642.213	2027	0.183791
2635	642.457	1986	0.180073
2636	642.701	1987	0.180164
2637	642.944	1977	0.179257
2638	643.188	2074	0.188053
2639	643.432	2010	0.18225
2640	643.676	2012	0.182431
2641	643.920	2022	0.183338
2642	644.164	1927	0.174724
2643	644.408	2020	0.183156
2644	644.651	2002	0.181524
2645	644.895	2017	0.182884
2646	645.139	2034	0.184426
2647	645.383	2005	0.181796
2648	645.627	2063	0.187055
2649	645.871	2095	0.189957
2650	646.115	1964	0.178079
2651	646.358	2083	0.188869
2652	646.602	2012	0.182431
2653	646.846	1980	0.179529
2654	647.090	2003	0.181615
2655	647.334	2076	0.188234
2656	647.578	2095	0.189957
2657	647.822	2078	0.188415
2658	648.066	2159	0.19576
2659	648.309	1979	0.179439
2660	648.553	2069	0.187599
2661	648.797	2089	0.189413
2662	649.041	2121	0.192314
2663	649.285	2101	0.190501
2664	649.529	2037	0.184698
2665	649.773	2027	0.183791
2666	650.016	2039	0.184879
2667	650.260	2041	0.18506
2668	650.504	2120	0.192223
2669	650.748	2152	0.195125
2670	650.992	2024	0.183519
2671	651.236	2070	0.18769
2672	651.480	2070	0.18769
2673	651.724	2055	0.18633
2674	651.967	2124	0.192586
2675	652.211	2040	0.18497
2676	652.455	2121	0.192314
2677	652.699	2001	0.181434
2678	652.943	2116	0.191861
2679	653.187	2171	0.196848
2680	653.431	2072	0.187871
2681	653.674	2045	0.185423
2682	653.918	2121	0.192314
2683	654.162	2090	0.189503
2684	654.406	2121	0.192314
2685	654.650	2092	0.189685
2686	654.894	2047	0.185604
2687	655.138	2143	0.194309
2688	655.381	2170	0.196757
2689	655.625	2116	0.191861
2690	655.869	2144	0.1944
2691	656.113	2099	0.190319
2692	656.357	2126	0.192768
2693	656.601	2124	0.192586
2694	656.845	2168	0.196576
2695	657.089	2102	0.190591
2696	657.332	2164	0.196213
2697	657.576	2175	0.19721
2698	657.820	2103	0.190682
2699	658.064	2167	0.196485
2700	658.308	2259	0.204827
2701	658.552	2160	0.19585
2702	658.796	2146	0.194581
2703	659.039	2104	0.190773
2704	659.283	2127	0.192858
2705	659.527	2249	0.20392
2706	659.771	2374	0.215254
2707	660.015	2654	0.240642
2708	660.259	3181	0.288426
2709	660.503	4629	0.419718
2710	660.746	6761	0.61303
2711	660.990	10742	0.973993
2712	661.234	16491	1.49526
2713	661.478	25042	2.27059
2714	661.722	34674	3.14394
2715	661.966	43677	3.96026
2716	662.210	50558	4.58417
2717	662.454	53582	4.85836
2718	662.697	51912	4.70694
2719	662.941	45650	4.13915
2720	663.185	36692	3.32692
2721	663.429	26969	2.44532
2722	663.673	18563	1.68313
2723	663.917	11547	1.04698
2724	664.161	7229	0.655464
2725	664.404	4643	0.420988
2726	664.648	3300	0.299216
2727	664.892	2837	0.257235
2728	665.136	2395	0.217158
2729	665.380	2338	0.21199
2730	665.624	2314	0.209814
2731	665.868	2266	0.205462
2732	666.112	2264	0.20528
2733	666.355	2244	0.203467
2734	666.599	2199	0.199387
2735	666.843	2366	0.214529
2736	667.087	2275	0.206278
2737	667.331	2305	0.208998
2738	667.575	2349	0.212987
2739	667.819	2249	0.20392
2740	668.062	2189	0.19848
2741	668.306	2207	0.200112
2742	668.550	2218	0.201109
2743	668.794	2293	0.20791
2744	669.038	2177	0.197392
2745	669.282	2352	0.213259
2746	669.526	2308	0.20927
2747	669.769	2233	0.202469
2748	670.013	2253	0.204283
2749	670.257	2251	0.204101
2750	670.501	2255	0.204464
2751	670.745	2246	0.203648
2752	670.989	2311	0.209542
2753	671.233	2417	0.219153
2754	671.477	2303	0.208816
2755	671.720	2261	0.205008
2756	671.964	2364	0.214347
2757	672.208	2383	0.21607
2758	672.452	2207	0.200112
2759	672.696	2411	0.218609
2760	672.940	2307	0.209179
2761	673.184	2380	0.215798
2762	673.427	2395	0.217158
2763	673.671	2264	0.20528
2764	673.915	2339	0.212081
2765	674.159	2378	0.215617
2766	674.403	2339	0.212081
2767	674.647	2442	0.22142
2768	674.891	2348	0.212897
2769	675.135	2347	0.212806
2770	675.378	2439	0.221148
2771	675.622	2479	0.224775
2772	675.866	2398	0.21743
2773	676.110	2371	0.214982
2774	676.354	2332	0.211446
2775	676.598	2351	0.213169
2776	676.842	2333	0.211536
2777	677.085	2312	0.209632
2778	677.329	2414	0.218881
2779	677.573	2248	0.203829
2780	677.817	2312	0.209632
2781	678.061	2424	0.219788
2782	678.305	2343	0.212443
2783	678.549	2402	0.217793
2784	678.792	2310	0.209451
2785	679.036	2406	0.218156
2786	679.280	2448	0.221964
2787	679.524	2400	0.217611
2788	679.768	2365	0.214438
2789	680.012	2432	0.220513
2790	680.256	2451	0.222236
2791	680.500	2405	0.218065
2792	680.743	2468	0.223777
2793	680.987	2401	0.217702
2794	681.231	2397	0.217339
2795	681.475	2434	0.220694
2796	681.719	2347	0.212806
2797	681.963	2338	0.21199
2798	682.207	2413	0.21879
2799	682.450	2482	0.225047
2800	682.694	2332	0.211446
2801	682.938	2345	0.212625
2802	683.182	2468	0.223777
2803	683.426	2417	0.219153
2804	683.670	2423	0.219697
2805	683.914	2415	0.218972
2806	684.157	2434	0.220694
2807	684.401	2574	0.233388
2808	684.645	2423	0.219697
2809	684.889	2488	0.225591
2810	685.133	2488	0.225591
2811	685.377	2444	0.221601
2812	685.621	2383	0.21607
2813	685.865	2541	0.230396
2814	686.108	2490	0.225772
2815	686.352	2388	0.216523
2816	686.596	2422	0.219606
2817	686.840	2445	0.221692
2818	687.084	2328	0.211083
2819	687.328	2409	0.218428
2820	687.572	2345	0.212625
2821	687.815	2421	0.219516
2822	688.059	2373	0.215163
2823	688.303	2441	0.221329
2824	688.547	2351	0.213169
2825	688.791	2436	0.220876
2826	689.035	2466	0.223596
2827	689.279	2394	0.217067
2828	689.523	2383	0.21607
2829	689.766	2460	0.223052
2830	690.010	2488	0.225591
2831	690.254	2396	0.217249
2832	690.498	2352	0.213259
2833	690.742	2491	0.225863
2834	690.986	2424	0.219788
2835	691.230	2427	0.22006
2836	691.473	2439	0.221148
2837	691.717	2390	0.216705
2838	691.961	2509	0.227495
2839	692.205	2520	0.228492
2840	692.449	2520	0.228492
2841	692.693	2417	0.219153
2842	692.937	2469	0.223868
2843	693.180	2398	0.21743
2844	693.424	2352	0.213259
2845	693.668	2432	0.220513
2846	693.912	2455	0.222598
2847	694.156	2370	0.214891
2848	694.400	2344	0.212534
2849	694.644	2429	0.220241
2850	694.888	2359	0.213894
2851	695.131	2354	0.213441
2852	695.375	2346	0.212715
2853	695.619	2490	0.225772
2854	695.863	2345	0.212625
2855	696.107	2338	0.21199
2856	696.351	2331	0.211355
2857	696.595	2326	0.210902
2858	696.838	2326	0.210902
2859	697.082	2252	0.204192
2860	697.326	2287	0.207366
2861	697.570	2301	0.208635
2862	697.814	2169	0.196666
2863	698.058	2260	0.204917
2864	698.302	2275	0.206278
2865	698.545	2203	0.199749
2866	698.789	2265	0.205371
2867	699.033	2263	0.205189
2868	699.277	2139	0.193946
2869	699.521	2112	0.191498
2870	699.765	2140	0.194037
2871	700.009	2043	0.185242
2872	700.253	2099	0.190319
2873	700.496	2090	0.189503
2874	700.740	2036	0.184607
2875	700.984	1983	0.179801
2876	701.228	2021	0.183247
2877	701.472	2032	0.184244
2878	701.716	1998	0.181162
2879	701.960	1973	0.178895
2880	702.203	2041	0.18506
2881	702.447	1933	0.175268
2882	702.691	1941	0.175993
2883	702.935	1813	0.164387
2884	703.179	1930	0.174996
2885	703.423	1867	0.169284
2886	703.667	1889	0.171278
2887	703.911	1995	0.18089
2888	704.154	1885	0.170916
2889	704.398	1817	0.16475
2890	704.642	1866	0.169193
2891	704.886	1788	0.162121
2892	705.130	1869	0.169465
2893	705.374	1841	0.166926
2894	705.618	1789	0.162211
2895	705.861	1781	0.161486
2896	706.105	1780	0.161395
2897	706.349	1720	0.155955
2898	706.593	1752	0.158856
2899	706.837	1782	0.161577
2900	707.081	1707	0.154776
2901	707.325	1739	0.157678
2902	707.568	1716	0.155592
2903	707.812	1791	0.162393
2904	708.056	1798	0.163027
2905	708.300	1726	0.156499
2906	708.544	1751	0.158766
2907	708.788	1650	0.149608
2908	709.032	1741	0.157859
2909	709.276	1628	0.147613
2910	709.519	1707	0.154776
2911	709.763	1788	0.162121
2912	710.007	1737	0.157496
2913	710.251	1762	0.159763
2914	710.495	1686	0.152872
2915	710.739	1684	0.152691
2916	710.983	1696	0.153779
2917	711.226	1679	0.152237
2918	711.470	1702	0.154323
2919	711.714	1601	0.145165
2920	711.958	1710	0.155048
2921	712.202	1679	0.152237
2922	712.446	1679	0.152237
2923	712.690	1632	0.147976
2924	712.933	1699	0.154051
2925	713.177	1652	0.149789
2926	713.421	1719	0.155864
2927	713.665	1724	0.156318
2928	713.909	1596	0.144712
2929	714.153	1664	0.150877
2930	714.397	1621	0.146978
2931	714.641	1625	0.147341
2932	714.884	1694	0.153597
2933	715.128	1642	0.148883
2934	715.372	1682	0.152509
2935	715.616	1686	0.152872
2936	715.860	1650	0.149608
2937	716.104	1665	0.150968
2938	716.348	1614	0.146344
2939	716.591	1516	0.137458
2940	716.835	1640	0.148701
2941	717.079	1621	0.146978
2942	717.323	1626	0.147432
2943	717.567	1647	0.149336
2944	717.811	1574	0.142717
2945	718.055	1666	0.151059
2946	718.299	1694	0.153597
2947	718.542	1672	0.151603
2948	718.786	1608	0.1458
2949	719.030	1479	0.134103
2950	719.274	1557	0.141175
2951	719.518	1617	0.146616
2952	719.762	1584	0.143624
2953	720.006	1607	0.145709
2954	720.249	1524	0.138183
2955	720.493	1572	0.142536
2956	720.737	1604	0.145437
2957	720.981	1540	0.139634
2958	721.225	1533	0.138999
2959	721.469	1490	0.1351
2960	721.713	1494	0.135463
2961	721.956	1546	0.140178
2962	722.200	1527	0.138455
2963	722.444	1591	0.144258
2964	722.688	1614	0.146344
2965	722.932	1577	0.142989
2966	723.176	1626	0.147432
2967	723.420	1646	0.149245
2968	723.664	1527	0.138455
2969	723.907	1598	0.144893
2970	724.151	1549	0.14045
2971	724.395	1589	0.144077
2972	724.639	1609	0.14589
2973	724.883	1483	0.134466
2974	725.127	1550	0.140541
2975	725.371	1526	0.138365
2976	725.614	1553	0.140813
2977	725.858	1585	0.143714
2978	726.102	1526	0.138365
2979	726.346	1634	0.148157
2980	726.590	1524	0.138183
2981	726.834	1527	0.138455
2982	727.078	1524	0.138183
2983	727.322	1509	0.136823
2984	727.565	1560	0.141447
2985	727.809	1574	0.142717
2986	728.053	1513	0.137186
2987	728.297	1486	0.134738
2988	728.541	1519	0.13773
2989	728.785	1475	0.13374
2990	729.029	1573	0.142626
2991	729.272	1507	0.136642
2992	729.516	1536	0.139271
2993	729.760	1560	0.141447
2994	730.004	1543	0.139906
2995	730.248	1469	0.133196
2996	730.492	1528	0.138546
2997	730.736	1523	0.138093
2998	730.979	1602	0.145256
2999	731.223	1541	0.139725
3000	731.467	1534	0.13909
3001	731.711	1506	0.136551
3002	731.955	1478	0.134012
3003	732.199	1482	0.134375
3004	732.443	1482	0.134375
3005	732.687	1544	0.139997
3006	732.930	1550	0.140541
3007	733.174	1471	0.133378
3008	733.418	1490	0.1351
3009	733.662	1436	0.130204
3010	733.906	1452	0.131655
3011	734.150	1475	0.13374
3012	734.394	1498	0.135826
3013	734.637	1463	0.132652
3014	734.881	1537	0.139362
3015	735.125	1499	0.135917
3016	735.369	1455	0.131927
3017	735.613	1519	0.13773
3018	735.857	1462	0.132562
3019	736.101	1511	0.137005
3020	736.344	1584	0.143624
3021	736.588	1502	0.136189
3022	736.832	1471	0.133378
3023	737.076	1464	0.132743
3024	737.320	1525	0.138274
3025	737.564	1466	0.132924
3026	737.808	1449	0.131383
3027	738.052	1495	0.135554
3028	738.295	1495	0.135554
3029	738.539	1467	0.133015
3030	738.783	1419	0.128663
3031	739.027	1454	0.131836
3032	739.271	1469	0.133196
3033	739.515	1496	0.135644
3034	739.759	1418	0.128572
3035	740.002	1457	0.132108
3036	740.246	1479	0.134103
3037	740.490	1467	0.133015
3038	740.734	1348	0.122225
3039	740.978	1429	0.12957
3040	741.222	1437	0.130295
3041	741.466	1448	0.131292
3042	741.710	1397	0.126668
3043	741.953	1465	0.132834
3044	742.197	1440	0.130567
3045	742.441	1388	0.125852
3046	742.685	1403	0.127212
3047	742.929	1416	0.128391
3048	743.173	1469	0.133196
3049	743.417	1458	0.132199
3050	743.660	1353	0.122678
