Centroid,  Net_Area,   Net_Area,, ,          ,     ,     , Nuclide, Photopeak_Energy,,
     keV,    Counts,Uncertainty,AccumulatedTime, RealTime,  LiveTime, Date, Time,        ,              keV,slowCounts, fastCounts, peakingTime, flatTopWidth, Gain
   11.88,    8489.2,  103.9    ,55985.946, 56031.687,55985.945,17-Jun-2025,16:56:48,Am241 (x-ray),11.87,500000, 499572, 25.600000, 4.000000, 3.398
   26.35,   10905.0,  105.5    ,55985.946, 56031.687,55985.945,17-Jun-2025,16:56:48,Am241,26.35,500000, 499572, 25.600000, 4.000000, 3.398
   33.19,     319.0,  19.2     ,55985.946, 56031.687,55985.945,17-Jun-2025,16:56:48,Am241,33.20,500000, 499572, 25.600000, 4.000000, 3.398
   59.53,   16410.5,  128.7    ,55985.946, 56031.687,55985.945,17-Jun-2025,16:56:48,Am241,59.54,500000, 499572, 25.600000, 4.000000, 3.398
