Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type, Skew_Type, Continuum_Coefficients, Skew_Coefficients
     keV,    Counts,Uncertainty,       CPS,  keV,Percent,Chi_Sqr,    Counts,ID#, Name, LiveTime, Date, Time,        ,              keV,              keV,              keV, (css),           ,               ,          ,                       ,                  
   30.62,   83110.8,  325.5    ,1.5745e+000, 0.29,  0.96%,   1.75,  247200.6,  1,  ,52784.398,19-May-2025,15:49:39,Ba133 (x-ray),30.62,29.6087,32.2606,#00b9ff,,Linear,NoSkew,29.6087 4911.555 -857.8217,
   30.97,  153985.4,  419.7    ,2.9173e+000, 0.30,  0.97%,   1.75,  247200.6,  2,  ,52784.398,19-May-2025,15:49:39,Ba133 (x-ray),30.97,29.6087,32.2606,#00b9ff,,Linear,NoSkew,29.6087 4911.555 -857.8217,
   34.96,   31718.4,  181.8    ,6.0091e-001, 0.33,  0.95%,   1.47,   43246.2,  3,  ,52784.398,19-May-2025,15:49:39,Ba133 (x-ray),34.99;34.92,33.2926,37.0552,#00b9ff,,Linear,NoSkew,33.2926 1635.617 -274.198,
   35.83,    7199.1,  90.5     ,1.3639e-001, 0.35,  0.99%,   1.47,   43246.2,  4,  ,52784.398,19-May-2025,15:49:39,Ba133 (x-ray),35.82,33.2926,37.0552,#00b9ff,,Linear,NoSkew,33.2926 1635.617 -274.198,
   53.15,    1058.0,  40.9     ,2.0043e-002, 0.37,  0.70%,   1.13,    2642.9,  5,  ,52784.398,19-May-2025,15:49:39,Ba133,53.16,51.6313,54.1138,#00b9ff,,Linear,NoSkew,51.6313 616.2029 1.726696,
   80.96,    4045.1,  69.5     ,7.6635e-002, 0.45,  0.55%,   0.90,    5034.3,  7,  ,52784.398,19-May-2025,15:49:39,Ba133,81.00,80.1343,82.601,#00b9ff,,Linear,NoSkew,80.1343 395.9972 -13.59927,
