Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type, Skew_Type, Continuum_Coefficients, Skew_Coefficients
     keV,    Counts,Uncertainty,       CPS,  keV,Percent,Chi_Sqr,    Counts,ID#, Name, LiveTime, Date, Time,        ,              keV,              keV,              keV, (css),           ,               ,          ,                       ,                  
   30.62,   83758.6,  325.6    ,1.8871e+000, 0.29,  0.95%,   2.35,  247670.3,  1,  ,44383.742,21-May-2025,16:50:32,Ba133 (x-ray),30.62,29.647,32.4744,#00b9ff,,Linear,NoSkew,29.647 4812.097 -861.0386,
   30.97,  153625.8,  418.5    ,3.4613e+000, 0.30,  0.97%,   2.35,  247670.3,  2,  ,44383.742,21-May-2025,16:50:32,Ba133 (x-ray),30.97,29.647,32.4744,#00b9ff,,Linear,NoSkew,29.647 4812.097 -861.0386,
   34.96,   31265.2,  180.6    ,7.0443e-001, 0.33,  0.94%,   2.14,   42307.5,  3,  ,44383.742,21-May-2025,16:50:32,Ba133 (x-ray),34.99;34.92,33.5055,36.8735,#00b9ff,,Linear,NoSkew,33.5054 1538.396 -282.7761,
   35.83,    7302.1,  91.2     ,1.6452e-001, 0.35,  0.98%,   2.14,   42307.5,  4,  ,44383.742,21-May-2025,16:50:32,Ba133 (x-ray),35.82,33.5055,36.8735,#00b9ff,,Linear,NoSkew,33.5054 1538.396 -282.7761,
   53.16,    1088.2,  41.0     ,2.4517e-002, 0.37,  0.70%,   1.11,    2907.1,  5,  ,44383.742,21-May-2025,16:50:32,Ba133,53.16,51.492,54.2469,#00b9ff,,Linear,NoSkew,51.492 650.1899 -9.20894,
   80.97,    3892.5,  68.2     ,8.7700e-002, 0.45,  0.55%,   0.98,    4798.2,  7,  ,44383.742,21-May-2025,16:50:32,Ba133,81.00,80.1369,82.4395,#00b9ff,,Linear,NoSkew,80.1369 367.0155 4.046688,
