#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2025-12-19, 12:46:57
# Real time (s): 342045.700
# Live time (s): 336460.000
#
# Total counts:  395847040
#
# Left marker:  20 (4.751 keV)
# Right marker: 50 (12.067 keV)
# Counts:       8096772
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -0.126274
#     A1: 0.243864
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
252	61.328	88564	0.263223
253	61.571	80768	0.240052
254	61.815	81121	0.241101
255	62.059	81123	0.241107
256	62.303	79022	0.234863
257	62.547	76295	0.226758
258	62.791	74506	0.221441
259	63.035	72979	0.216902
260	63.278	73363	0.218044
261	63.522	73009	0.216992
262	63.766	73152	0.217417
263	64.010	73656	0.218915
264	64.254	73721	0.219108
265	64.498	74358	0.221001
266	64.742	75176	0.223432
267	64.986	76328	0.226856
268	65.229	78414	0.233056
269	65.473	81788	0.243084
270	65.717	85175	0.25315
271	65.961	87642	0.260483
272	66.205	88694	0.263609
273	66.449	89468	0.26591
274	66.693	89748	0.266742
275	66.936	89660	0.26648
276	67.180	88448	0.262878
277	67.424	88250	0.26229
278	67.668	87153	0.259029
279	67.912	86371	0.256705
280	68.156	85996	0.255591
281	68.400	85684	0.254663
282	68.644	85573	0.254333
283	68.887	85487	0.254078
284	69.131	85846	0.255145
285	69.375	85766	0.254907
286	69.619	86301	0.256497
287	69.863	86225	0.256271
288	70.107	86957	0.258447
289	70.351	87201	0.259172
290	70.594	87924	0.261321
291	70.838	88358	0.262611
292	71.082	88301	0.262441
293	71.326	88169	0.262049
294	71.570	87524	0.260132
295	71.814	86370	0.256702
296	72.058	85890	0.255276
297	72.301	85300	0.253522
298	72.545	86104	0.255912
299	72.789	86206	0.256215
300	73.033	85826	0.255085
301	73.277	84909	0.25236
302	73.521	84228	0.250336
303	73.765	82821	0.246154
304	74.009	82036	0.243821
305	74.252	82136	0.244118
306	74.496	82615	0.245542
307	74.740	83624	0.248541
308	74.984	84086	0.249914
309	75.228	83513	0.248211
310	75.472	81553	0.242385
311	75.716	79569	0.236489
312	75.959	77262	0.229632
313	76.203	75741	0.225111
314	76.447	75061	0.22309
315	76.691	74288	0.220793
316	76.935	74451	0.221277
317	77.179	73893	0.219619
318	77.423	73567	0.21865
319	77.666	73257	0.217729
320	77.910	72975	0.216891
321	78.154	72565	0.215672
322	78.398	73960	0.219818
323	78.642	77540	0.230458
324	78.886	86874	0.2582
325	79.130	102948	0.305974
326	79.374	122966	0.36547
327	79.617	147124	0.43727
328	79.861	179261	0.532785
329	80.105	246085	0.731395
330	80.349	381820	1.13482
331	80.593	593886	1.7651
332	80.837	828916	2.46364
333	81.081	967953	2.87687
334	81.324	931589	2.7688
335	81.568	733560	2.18023
336	81.812	480172	1.42713
337	82.056	272549	0.810049
338	82.300	148760	0.442133
339	82.544	92874	0.276033
340	82.788	73889	0.219607
341	83.032	69674	0.20708
342	83.275	70193	0.208622
343	83.519	71155	0.211481
344	83.763	72344	0.215015
345	84.007	73954	0.2198
346	84.251	75665	0.224886
347	84.495	76970	0.228764
348	84.739	77785	0.231186
349	84.982	77830	0.23132
350	85.226	77286	0.229703
351	85.470	76124	0.22625
352	85.714	74974	0.222832
353	85.958	73645	0.218882
354	86.202	73122	0.217327
355	86.446	75221	0.223566
356	86.689	85989	0.25557
357	86.933	117742	0.349944
358	87.177	195995	0.582521
359	87.421	343769	1.02172
360	87.665	556363	1.65358
361	87.909	767393	2.28079
362	88.153	878566	2.6112
363	88.397	822848	2.4456
364	88.640	635398	1.88848
365	88.884	411931	1.22431
366	89.128	235008	0.698472
367	89.372	132614	0.394145
368	89.616	87013	0.258613
369	89.860	72173	0.214507
370	90.104	68132	0.202497
371	90.347	67468	0.200523
372	90.591	67285	0.199979
373	90.835	68388	0.203257
374	91.079	68410	0.203323
375	91.323	69018	0.20513
376	91.567	69389	0.206233
377	91.811	69710	0.207187
378	92.055	70658	0.210004
379	92.298	71234	0.211716
380	92.542	71109	0.211345
381	92.786	71234	0.211716
382	93.030	71692	0.213077
383	93.274	71735	0.213205
384	93.518	71547	0.212646
385	93.762	72159	0.214465
386	94.005	72366	0.215081
387	94.249	71533	0.212605
388	94.493	72522	0.215544
389	94.737	72238	0.2147
390	94.981	71729	0.213187
391	95.225	72048	0.214135
392	95.469	72284	0.214837
393	95.712	72266	0.214783
394	95.956	72409	0.215208
395	96.200	71692	0.213077
396	96.444	71440	0.212328
397	96.688	72092	0.214266
398	96.932	71516	0.212554
399	97.176	71379	0.212147
400	97.420	71977	0.213924
401	97.663	71641	0.212926
402	97.907	72035	0.214097
403	98.151	72133	0.214388
404	98.395	72047	0.214132
405	98.639	72479	0.215416
406	98.883	72438	0.215295
407	99.127	72956	0.216834
408	99.370	72209	0.214614
409	99.614	72339	0.215
410	99.858	72698	0.216067
411	100.102	72156	0.214456
412	100.346	72755	0.216237
413	100.590	73410	0.218183
414	100.834	73095	0.217247
415	101.077	73749	0.219191
416	101.321	74409	0.221153
417	101.565	74495	0.221408
418	101.809	74297	0.22082
419	102.053	74523	0.221491
420	102.297	74912	0.222648
421	102.541	75840	0.225406
422	102.785	75927	0.225664
423	103.028	75804	0.225299
424	103.272	74901	0.222615
425	103.516	74845	0.222448
426	103.760	74269	0.220736
427	104.004	73376	0.218082
428	104.248	72696	0.216061
429	104.492	72882	0.216614
430	104.735	71977	0.213924
431	104.979	71809	0.213425
432	105.223	71252	0.21177
433	105.467	71020	0.21108
434	105.711	70604	0.209844
435	105.955	69943	0.207879
436	106.199	69681	0.2071
437	106.443	69563	0.20675
438	106.686	69272	0.205885
439	106.930	68626	0.203965
440	107.174	67819	0.201566
441	107.418	67268	0.199929
442	107.662	67665	0.201109
443	107.906	66375	0.197275
444	108.150	66964	0.199025
445	108.393	67062	0.199316
446	108.637	66292	0.197028
447	108.881	66324	0.197123
448	109.125	65686	0.195227
449	109.369	66638	0.198056
450	109.613	65326	0.194157
451	109.857	65836	0.195673
452	110.100	66097	0.196448
453	110.344	66597	0.197934
454	110.588	67242	0.199851
455	110.832	67097	0.19942
456	111.076	68337	0.203106
457	111.320	70408	0.209261
458	111.564	73298	0.217851
459	111.808	76024	0.225953
460	112.051	76358	0.226945
461	112.295	74964	0.222802
462	112.539	72504	0.215491
463	112.783	68640	0.204006
464	113.027	65326	0.194157
465	113.271	63552	0.188884
466	113.515	63083	0.18749
467	113.758	62522	0.185823
468	114.002	62546	0.185894
469	114.246	62359	0.185339
470	114.490	61981	0.184215
471	114.734	62425	0.185535
472	114.978	62805	0.186664
473	115.222	62966	0.187143
474	115.465	63403	0.188441
475	115.709	64147	0.190653
476	115.953	64109	0.19054
477	116.197	65053	0.193345
478	116.441	64293	0.191087
479	116.685	63989	0.190183
480	116.929	63403	0.188441
481	117.173	62498	0.185752
482	117.416	62264	0.185056
483	117.660	62295	0.185148
484	117.904	62406	0.185478
485	118.148	62250	0.185015
486	118.392	62097	0.18456
487	118.636	62128	0.184652
488	118.880	62129	0.184655
489	119.123	62187	0.184827
490	119.367	61707	0.183401
491	119.611	62119	0.184625
492	119.855	61844	0.183808
493	120.099	62007	0.184292
494	120.343	64830	0.192683
495	120.587	75726	0.225067
496	120.831	113387	0.337
497	121.074	216660	0.64394
498	121.318	445035	1.3227
499	121.562	826672	2.45697
500	121.806	1303957	3.87552
501	122.050	1708710	5.07849
502	122.294	1834764	5.45314
503	122.538	1611378	4.78921
504	122.781	1160827	3.45012
505	123.025	693315	2.06062
506	123.269	354697	1.0542
507	123.513	170017	0.505311
508	123.757	90882	0.270112
509	124.001	63873	0.189838
510	124.245	56394	0.16761
511	124.488	54707	0.162596
512	124.732	54602	0.162284
513	124.976	54402	0.161689
514	125.220	54337	0.161496
515	125.464	54690	0.162545
516	125.708	54473	0.1619
517	125.952	54253	0.161247
518	126.196	54634	0.162379
519	126.439	54264	0.161279
520	126.683	54454	0.161844
521	126.927	54098	0.160786
522	127.171	54062	0.160679
523	127.415	53944	0.160328
524	127.659	53500	0.159009
525	127.903	53678	0.159538
526	128.146	53633	0.159404
527	128.390	53559	0.159184
528	128.634	53308	0.158438
529	128.878	53439	0.158827
530	129.122	52887	0.157187
531	129.366	52991	0.157496
532	129.610	53001	0.157525
533	129.853	52976	0.157451
534	130.097	52854	0.157089
535	130.341	52766	0.156827
536	130.585	52614	0.156375
537	130.829	52750	0.156779
538	131.073	52490	0.156007
539	131.317	52491	0.15601
540	131.561	52570	0.156244
541	131.804	52605	0.156348
542	132.048	52305	0.155457
543	132.292	52459	0.155915
544	132.536	52528	0.15612
545	132.780	52731	0.156723
546	133.024	52207	0.155166
547	133.268	52177	0.155076
548	133.511	52159	0.155023
549	133.755	52593	0.156313
550	133.999	52787	0.156889
551	134.243	52708	0.156655
552	134.487	53024	0.157594
553	134.731	52976	0.157451
554	134.975	53606	0.159324
555	135.219	57879	0.172023
556	135.462	68766	0.204381
557	135.706	93450	0.277745
558	135.950	136371	0.405311
559	136.194	191924	0.570421
560	136.438	242378	0.720377
561	136.682	263534	0.783255
562	136.926	242540	0.720858
563	137.169	192770	0.572936
564	137.413	136732	0.406384
565	137.657	93311	0.277332
566	137.901	68216	0.202746
567	138.145	57275	0.170228
568	138.389	53156	0.157986
569	138.633	52215	0.155189
570	138.876	51412	0.152803
571	139.120	52056	0.154717
572	139.364	51987	0.154512
573	139.608	51489	0.153032
574	139.852	51895	0.154238
575	140.096	51920	0.154313
576	140.340	51914	0.154295
577	140.584	51776	0.153885
578	140.827	52132	0.154943
579	141.071	52696	0.156619
580	141.315	52046	0.154687
581	141.559	52802	0.156934
582	141.803	52123	0.154916
583	142.047	52175	0.15507
584	142.291	52547	0.156176
585	142.534	52896	0.157213
586	142.778	53287	0.158375
587	143.022	52675	0.156557
588	143.266	52542	0.156161
589	143.510	53255	0.15828
590	143.754	53660	0.159484
591	143.998	53865	0.160093
592	144.242	53598	0.1593
593	144.485	53653	0.159463
594	144.729	53362	0.158598
595	144.973	52857	0.157097
596	145.217	53553	0.159166
597	145.461	53252	0.158271
598	145.705	52950	0.157374
599	145.949	53047	0.157662
600	146.192	53021	0.157585
601	146.436	53223	0.158185
602	146.680	53243	0.158245
603	146.924	53520	0.159068
604	147.168	53068	0.157725
605	147.412	53249	0.158262
606	147.656	53133	0.157918
607	147.899	52970	0.157433
608	148.143	53420	0.158771
609	148.387	53626	0.159383
610	148.631	53295	0.158399
611	148.875	53454	0.158872
612	149.119	53502	0.159014
613	149.363	53872	0.160114
614	149.607	53744	0.159734
615	149.850	54075	0.160717
616	150.094	53934	0.160298
617	150.338	53825	0.159974
618	150.582	54113	0.16083
619	150.826	54332	0.161481
620	151.070	54105	0.160807
621	151.314	54286	0.161345
622	151.557	54506	0.161998
623	151.801	54278	0.161321
624	152.045	54368	0.161588
625	152.289	54152	0.160946
626	152.533	54511	0.162013
627	152.777	54349	0.161532
628	153.021	54011	0.160527
629	153.264	53838	0.160013
630	153.508	54111	0.160824
631	153.752	53975	0.16042
632	153.996	54336	0.161493
633	154.240	53889	0.160165
634	154.484	53797	0.159891
635	154.728	54099	0.160789
636	154.972	53994	0.160477
637	155.215	54105	0.160807
638	155.459	53807	0.159921
639	155.703	54456	0.16185
640	155.947	54272	0.161303
641	156.191	54603	0.162287
642	156.435	53849	0.160046
643	156.679	54013	0.160533
644	156.922	53849	0.160046
645	157.166	53175	0.158043
646	157.410	53134	0.157921
647	157.654	52818	0.156982
648	157.898	53080	0.15776
649	158.142	53160	0.157998
650	158.386	53143	0.157947
651	158.630	52501	0.156039
652	158.873	52960	0.157404
653	159.117	52753	0.156788
654	159.361	53055	0.157686
655	159.605	53389	0.158679
656	159.849	54745	0.162709
657	160.093	57393	0.170579
658	160.337	60738	0.180521
659	160.580	64077	0.190445
660	160.824	65291	0.194053
661	161.068	64092	0.190489
662	161.312	61289	0.182158
663	161.556	57922	0.172151
664	161.800	55151	0.163915
665	162.044	53226	0.158194
666	162.287	52308	0.155466
667	162.531	51534	0.153165
668	162.775	51441	0.152889
669	163.019	51356	0.152636
670	163.263	51751	0.15381
671	163.507	51421	0.152829
672	163.751	51528	0.153147
673	163.995	52406	0.155757
674	164.238	54927	0.16325
675	164.482	66709	0.198267
676	164.726	102352	0.304203
677	164.970	190069	0.564908
678	165.214	364099	1.08215
679	165.458	630262	1.87322
680	165.702	935327	2.77991
681	165.945	1154687	3.43187
682	166.189	1185177	3.52249
683	166.433	1004123	2.98438
684	166.677	711653	2.11512
685	166.921	424457	1.26154
686	167.165	223528	0.664352
687	167.409	114865	0.341393
688	167.652	69438	0.206378
689	167.896	54052	0.160649
690	168.140	50020	0.148666
691	168.384	49238	0.146341
692	168.628	49105	0.145946
693	168.872	49115	0.145976
694	169.116	49061	0.145815
695	169.360	49026	0.145711
696	169.603	48953	0.145494
697	169.847	49634	0.147518
698	170.091	49454	0.146983
699	170.335	49644	0.147548
700	170.579	49879	0.148246
701	170.823	50175	0.149126
702	171.067	50341	0.14962
703	171.310	50392	0.149771
704	171.554	50425	0.149869
705	171.798	50718	0.15074
706	172.042	51244	0.152303
707	172.286	50946	0.151418
708	172.530	51267	0.152372
709	172.774	51186	0.152131
710	173.018	51372	0.152684
711	173.261	51381	0.152711
712	173.505	50847	0.151123
713	173.749	51735	0.153763
714	173.993	51371	0.152681
715	174.237	51360	0.152648
716	174.481	51883	0.154203
717	174.725	51727	0.153739
718	174.968	52038	0.154663
719	175.212	52046	0.154687
720	175.456	51838	0.154069
721	175.700	51932	0.154348
722	175.944	52008	0.154574
723	176.188	52012	0.154586
724	176.432	52005	0.154565
725	176.675	51905	0.154268
726	176.919	52135	0.154952
727	177.163	51760	0.153837
728	177.407	51574	0.153284
729	177.651	51652	0.153516
730	177.895	51591	0.153335
731	178.139	51467	0.152966
732	178.383	51284	0.152422
733	178.626	51127	0.151956
734	178.870	51120	0.151935
735	179.114	51154	0.152036
736	179.358	50680	0.150627
737	179.602	50774	0.150906
738	179.846	50946	0.151418
739	180.090	50892	0.151257
740	180.333	50427	0.149875
741	180.577	50356	0.149664
742	180.821	50575	0.150315
743	181.065	50488	0.150056
744	181.309	50814	0.151025
745	181.553	50280	0.149438
746	181.797	50038	0.148719
747	182.041	50204	0.149212
748	182.284	50052	0.148761
749	182.528	49860	0.14819
750	182.772	49765	0.147908
751	183.016	50006	0.148624
752	183.260	50103	0.148912
753	183.504	49680	0.147655
754	183.748	49638	0.14753
755	183.991	49837	0.148122
756	184.235	49639	0.147533
757	184.479	49887	0.14827
758	184.723	49920	0.148368
759	184.967	50168	0.149105
760	185.211	49801	0.148015
761	185.455	50350	0.149646
762	185.698	50558	0.150265
763	185.942	50092	0.14888
764	186.186	50430	0.149884
765	186.430	50506	0.15011
766	186.674	50291	0.149471
767	186.918	50123	0.148972
768	187.162	49400	0.146823
769	187.406	49640	0.147536
770	187.649	49660	0.147596
771	187.893	50074	0.148826
772	188.137	49884	0.148261
773	188.381	50234	0.149302
774	188.625	49474	0.147043
775	188.869	49550	0.147269
776	189.113	50366	0.149694
777	189.356	49891	0.148282
778	189.600	49467	0.147022
779	189.844	49218	0.146282
780	190.088	49474	0.147043
781	190.332	49558	0.147292
782	190.576	49451	0.146974
783	190.820	49264	0.146419
784	191.063	49480	0.147061
785	191.307	49327	0.146606
786	191.551	49202	0.146234
787	191.795	49577	0.147349
788	192.039	49366	0.146722
789	192.283	48850	0.145188
790	192.527	48482	0.144094
791	192.771	49298	0.14652
792	193.014	48789	0.145007
793	193.258	48483	0.144097
794	193.502	47969	0.14257
795	193.746	48792	0.145016
796	193.990	48770	0.14495
797	194.234	48630	0.144534
798	194.478	48549	0.144294
799	194.721	48532	0.144243
800	194.965	48364	0.143744
801	195.209	48558	0.14432
802	195.453	48431	0.143943
803	195.697	48729	0.144829
804	195.941	49006	0.145652
805	196.185	49529	0.147206
806	196.429	49294	0.146508
807	196.672	49339	0.146642
808	196.916	49256	0.146395
809	197.160	49396	0.146811
810	197.404	49468	0.147025
811	197.648	49492	0.147096
812	197.892	49867	0.148211
813	198.136	50438	0.149908
814	198.379	52283	0.155391
815	198.623	54458	0.161856
816	198.867	57546	0.171034
817	199.111	60012	0.178363
818	199.355	61403	0.182497
819	199.599	61158	0.181769
820	199.843	58396	0.17356
821	200.086	55740	0.165666
822	200.330	52996	0.157511
823	200.574	51163	0.152063
824	200.818	49988	0.14857
825	201.062	49333	0.146624
826	201.306	49486	0.147078
827	201.550	49349	0.146671
828	201.794	49140	0.14605
829	202.037	49372	0.14674
830	202.281	49375	0.146748
831	202.525	49098	0.145925
832	202.769	49262	0.146413
833	203.013	49596	0.147405
834	203.257	50367	0.149697
835	203.501	50655	0.150553
836	203.744	51715	0.153703
837	203.988	51748	0.153801
838	204.232	51363	0.152657
839	204.476	50895	0.151266
840	204.720	50170	0.149111
841	204.964	49126	0.146008
842	205.208	48845	0.145173
843	205.451	48442	0.143976
844	205.695	48709	0.144769
845	205.939	48267	0.143455
846	206.183	48026	0.142739
847	206.427	47968	0.142567
848	206.671	47784	0.14202
849	206.915	47524	0.141247
850	207.159	47504	0.141188
851	207.402	47301	0.140584
852	207.646	47001	0.139693
853	207.890	46803	0.139104
854	208.134	47095	0.139972
855	208.378	47123	0.140055
856	208.622	46467	0.138106
857	208.866	46472	0.13812
858	209.109	46430	0.137996
859	209.353	45995	0.136703
860	209.597	46251	0.137464
861	209.841	46058	0.13689
862	210.085	46463	0.138094
863	210.329	46196	0.1373
864	210.573	45886	0.136379
865	210.817	45614	0.13557
866	211.060	45592	0.135505
867	211.304	45954	0.136581
868	211.548	45651	0.13568
869	211.792	45307	0.134658
870	212.036	45587	0.13549
871	212.280	45625	0.135603
872	212.524	45427	0.135015
873	212.767	45350	0.134786
874	213.011	45116	0.13409
875	213.255	45128	0.134126
876	213.499	45277	0.134569
877	213.743	45232	0.134435
878	213.987	45207	0.134361
879	214.231	44930	0.133537
880	214.474	45328	0.13472
881	214.718	45022	0.133811
882	214.962	44993	0.133725
883	215.206	44642	0.132681
884	215.450	45017	0.133796
885	215.694	45311	0.13467
886	215.938	44635	0.132661
887	216.182	44679	0.132791
888	216.425	44718	0.132907
889	216.669	44392	0.131938
890	216.913	44953	0.133606
891	217.157	44256	0.131534
892	217.401	44272	0.131582
893	217.645	44424	0.132034
894	217.889	44362	0.131849
895	218.132	43738	0.129995
896	218.376	44006	0.130791
897	218.620	44379	0.1319
898	218.864	44132	0.131166
899	219.108	43957	0.130646
900	219.352	44095	0.131056
901	219.596	43764	0.130072
902	219.839	43935	0.13058
903	220.083	43554	0.129448
904	220.327	43692	0.129858
905	220.571	43652	0.129739
906	220.815	43508	0.129311
907	221.059	43676	0.12981
908	221.303	43430	0.129079
909	221.547	43769	0.130087
910	221.790	43086	0.128057
911	222.034	43556	0.129454
912	222.278	43707	0.129903
913	222.522	44531	0.132352
914	222.766	45631	0.135621
915	223.010	47000	0.13969
916	223.254	48469	0.144056
917	223.497	49642	0.147542
918	223.741	49197	0.146219
919	223.985	47839	0.142183
920	224.229	45718	0.135879
921	224.473	44615	0.132601
922	224.717	43722	0.129947
923	224.961	42582	0.126559
924	225.205	42907	0.127525
925	225.448	42445	0.126152
926	225.692	42753	0.127067
927	225.936	42882	0.127451
928	226.180	42572	0.126529
929	226.424	42591	0.126586
930	226.668	42280	0.125661
931	226.912	42349	0.125866
932	227.155	42178	0.125358
933	227.399	42442	0.126143
934	227.643	42004	0.124841
935	227.887	42339	0.125837
936	228.131	42108	0.12515
937	228.375	42006	0.124847
938	228.619	41922	0.124597
939	228.862	41678	0.123872
940	229.106	41814	0.124276
941	229.350	41516	0.123391
942	229.594	41376	0.122974
943	229.838	41447	0.123186
944	230.082	41144	0.122285
945	230.326	41405	0.123061
946	230.570	41337	0.122859
947	230.813	41230	0.122541
948	231.057	40773	0.121182
949	231.301	41143	0.122282
950	231.545	40573	0.120588
951	231.789	40629	0.120754
952	232.033	40571	0.120582
953	232.277	40777	0.121194
954	232.520	40354	0.119937
955	232.764	40167	0.119381
