#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2025-12-17, 09:57:09
# Real time (s): 3036.380
# Live time (s): 2930.450
#
# Total counts:  7939561
#
# Left marker:  20 (4.751 keV)
# Right marker: 50 (12.067 keV)
# Counts:       151851
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -0.126274
#     A1: 0.243864
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
267	64.986	1492	0.509137
268	65.229	1575	0.53746
269	65.473	1627	0.555205
270	65.717	1823	0.622089
271	65.961	1809	0.617311
272	66.205	1774	0.605368
273	66.449	1778	0.606733
274	66.693	1838	0.627207
275	66.936	1770	0.604003
276	67.180	1687	0.57568
277	67.424	1614	0.550769
278	67.668	1574	0.537119
279	67.912	1602	0.546674
280	68.156	1526	0.520739
281	68.400	1501	0.512208
282	68.644	1519	0.51835
283	68.887	1484	0.506407
284	69.131	1438	0.49071
285	69.375	1465	0.499923
286	69.619	1481	0.505383
287	69.863	1508	0.514597
288	70.107	1481	0.505383
289	70.351	1484	0.506407
290	70.594	1578	0.538484
291	70.838	1548	0.528247
292	71.082	1551	0.52927
293	71.326	1544	0.526882
294	71.570	1550	0.528929
295	71.814	1502	0.512549
296	72.058	1493	0.509478
297	72.301	1382	0.4716
298	72.545	1476	0.503677
299	72.789	1452	0.495487
300	73.033	1415	0.482861
301	73.277	1396	0.476377
302	73.521	1366	0.46614
303	73.765	1398	0.47706
304	74.009	1362	0.464775
305	74.252	1322	0.451125
306	74.496	1360	0.464093
307	74.740	1281	0.437134
308	74.984	1361	0.464434
309	75.228	1353	0.461704
310	75.472	1369	0.467164
311	75.716	1283	0.437817
312	75.959	1320	0.450443
313	76.203	1292	0.440888
314	76.447	1328	0.453173
315	76.691	1281	0.437134
316	76.935	1302	0.4443
317	77.179	1273	0.434404
318	77.423	1405	0.479449
319	77.666	1225	0.418025
320	77.910	1293	0.441229
321	78.154	1284	0.438158
322	78.398	1327	0.452831
323	78.642	1495	0.510161
324	78.886	1602	0.546674
325	79.130	1862	0.635397
326	79.374	2374	0.810114
327	79.617	2967	1.01247
328	79.861	3724	1.27079
329	80.105	5546	1.89254
330	80.349	8301	2.83267
331	80.593	11827	4.0359
332	80.837	14718	5.02244
333	81.081	16646	5.68036
334	81.324	16277	5.55444
335	81.568	14039	4.79073
336	81.812	9999	3.4121
337	82.056	6471	2.20819
338	82.300	4062	1.38614
339	82.544	2426	0.827859
340	82.788	1624	0.554181
341	83.032	1345	0.458974
342	83.275	1248	0.425873
343	83.519	1219	0.415977
344	83.763	1374	0.46887
345	84.007	1274	0.434746
346	84.251	1395	0.476036
347	84.495	1319	0.450102
348	84.739	1286	0.43884
349	84.982	1316	0.449078
350	85.226	1310	0.44703
351	85.470	1300	0.443618
352	85.714	1327	0.452831
353	85.958	1244	0.424508
354	86.202	1285	0.438499
355	86.446	1511	0.51562
356	86.689	1946	0.664062
357	86.933	3030	1.03397
358	87.177	4752	1.62159
359	87.421	7641	2.60745
360	87.665	11216	3.8274
361	87.909	14530	4.95828
362	88.153	16329	5.57218
363	88.397	15672	5.34798
364	88.640	12811	4.37168
365	88.884	9347	3.18961
366	89.128	5916	2.0188
367	89.372	3735	1.27455
368	89.616	2143	0.731287
369	89.860	1629	0.555887
370	90.104	1440	0.491392
371	90.347	1243	0.424167
372	90.591	1212	0.413588
373	90.835	1240	0.423143
374	91.079	1255	0.428262
375	91.323	1185	0.404375
376	91.567	1238	0.422461
377	91.811	1226	0.418366
378	92.055	1234	0.421096
379	92.298	1158	0.395161
380	92.542	1226	0.418366
381	92.786	1242	0.423826
382	93.030	1224	0.417683
383	93.274	1235	0.421437
384	93.518	1264	0.431333
385	93.762	1225	0.418025
386	94.005	1206	0.411541
387	94.249	1236	0.421778
388	94.493	1253	0.427579
389	94.737	1191	0.406422
390	94.981	1258	0.429286
391	95.225	1206	0.411541
392	95.469	1224	0.417683
393	95.712	1219	0.415977
394	95.956	1208	0.412223
395	96.200	1192	0.406763
396	96.444	1176	0.401304
397	96.688	1213	0.41393
398	96.932	1159	0.395502
399	97.176	1213	0.41393
400	97.420	1177	0.401645
401	97.663	1164	0.397209
402	97.907	1170	0.399256
403	98.151	1202	0.410176
404	98.395	1099	0.375028
405	98.639	1171	0.399597
406	98.883	1253	0.427579
407	99.127	1256	0.428603
408	99.370	1218	0.415636
409	99.614	1258	0.429286
410	99.858	1303	0.444642
411	100.102	1230	0.419731
412	100.346	1247	0.425532
413	100.590	1146	0.391066
414	100.834	1246	0.425191
415	101.077	1172	0.399939
416	101.321	1260	0.429968
417	101.565	1229	0.41939
418	101.809	1264	0.431333
419	102.053	1242	0.423826
420	102.297	1284	0.438158
421	102.541	1326	0.45249
422	102.785	1272	0.434063
423	103.028	1287	0.439182
424	103.272	1246	0.425191
425	103.516	1165	0.39755
426	103.760	1254	0.427921
427	104.004	1255	0.428262
428	104.248	1249	0.426214
429	104.492	1192	0.406763
430	104.735	1184	0.404034
431	104.979	1214	0.414271
432	105.223	1188	0.405398
433	105.467	1205	0.4112
434	105.711	1206	0.411541
435	105.955	1181	0.40301
436	106.199	1146	0.391066
437	106.443	1163	0.396867
438	106.686	1091	0.372298
439	106.930	1175	0.400962
440	107.174	1163	0.396867
441	107.418	1147	0.391407
442	107.662	1167	0.398232
443	107.906	1144	0.390384
444	108.150	1195	0.407787
445	108.393	1064	0.363084
446	108.637	1134	0.386971
447	108.881	1146	0.391066
448	109.125	1159	0.395502
449	109.369	1170	0.399256
450	109.613	1173	0.40028
451	109.857	1234	0.421096
452	110.100	1196	0.408128
453	110.344	1281	0.437134
454	110.588	1291	0.440547
455	110.832	1302	0.4443
456	111.076	1353	0.461704
457	111.320	1461	0.498558
458	111.564	1618	0.552134
459	111.808	1721	0.587282
460	112.051	1722	0.587623
461	112.295	1647	0.56203
462	112.539	1464	0.499582
463	112.783	1361	0.464434
464	113.027	1262	0.430651
465	113.271	1163	0.396867
466	113.515	1128	0.384924
467	113.758	1159	0.395502
468	114.002	1147	0.391407
469	114.246	1120	0.382194
470	114.490	1064	0.363084
471	114.734	1098	0.374686
472	114.978	1090	0.371957
473	115.222	1176	0.401304
474	115.465	1112	0.379464
475	115.709	1154	0.393796
476	115.953	1197	0.40847
477	116.197	1176	0.401304
478	116.441	1205	0.4112
479	116.685	1172	0.399939
480	116.929	1148	0.391749
481	117.173	1149	0.39209
482	117.416	1104	0.376734
483	117.660	1124	0.383559
484	117.904	1100	0.375369
485	118.148	1078	0.367862
486	118.392	1119	0.381853
487	118.636	1060	0.361719
488	118.880	1088	0.371274
489	119.123	1082	0.369227
490	119.367	1056	0.360354
491	119.611	1053	0.35933
492	119.855	1073	0.366155
493	120.099	1094	0.373322
494	120.343	1317	0.449419
495	120.587	1785	0.609121
496	120.831	3227	1.1012
497	121.074	5805	1.98092
498	121.318	10556	3.60218
499	121.562	17441	5.95165
500	121.806	25318	8.63963
501	122.050	31130	10.6229
502	122.294	33238	11.3423
503	122.538	30051	10.2547
504	122.781	23686	8.08272
505	123.025	16018	5.46605
506	123.269	9667	3.29881
507	123.513	5221	1.78164
508	123.757	2546	0.868809
509	124.001	1490	0.508454
510	124.245	1138	0.388336
511	124.488	965	0.329301
512	124.732	943	0.321794
513	124.976	904	0.308485
514	125.220	938	0.320087
515	125.464	954	0.325547
516	125.708	955	0.325889
517	125.952	931	0.317699
518	126.196	886	0.302343
519	126.439	937	0.319746
520	126.683	933	0.318381
521	126.927	912	0.311215
522	127.171	888	0.303025
523	127.415	980	0.33442
524	127.659	886	0.302343
525	127.903	910	0.310533
526	128.146	909	0.310191
527	128.390	912	0.311215
528	128.634	938	0.320087
529	128.878	935	0.319064
530	129.122	929	0.317016
531	129.366	950	0.324182
532	129.610	919	0.313604
533	129.853	910	0.310533
534	130.097	911	0.310874
535	130.341	932	0.31804
536	130.585	926	0.315992
537	130.829	963	0.328618
538	131.073	863	0.294494
539	131.317	863	0.294494
540	131.561	910	0.310533
541	131.804	939	0.320429
542	132.048	920	0.313945
543	132.292	888	0.303025
544	132.536	884	0.30166
545	132.780	862	0.294153
546	133.024	886	0.302343
547	133.268	887	0.302684
548	133.511	911	0.310874
549	133.755	906	0.309168
550	133.999	887	0.302684
551	134.243	890	0.303708
552	134.487	961	0.327936
553	134.731	989	0.337491
554	134.975	1013	0.345681
555	135.219	1135	0.387313
556	135.462	1408	0.480472
557	135.706	1995	0.680783
558	135.950	2754	0.939787
559	136.194	3735	1.27455
560	136.438	4433	1.51274
561	136.682	4658	1.58952
562	136.926	4481	1.52912
563	137.169	3733	1.27387
564	137.413	2875	0.981078
565	137.657	2059	0.702622
566	137.901	1476	0.503677
567	138.145	1170	0.399256
568	138.389	926	0.315992
569	138.633	903	0.308144
570	138.876	901	0.307461
571	139.120	869	0.296541
572	139.364	861	0.293812
573	139.608	848	0.289375
574	139.852	872	0.297565
575	140.096	829	0.282892
576	140.340	925	0.315651
577	140.584	871	0.297224
578	140.827	887	0.302684
579	141.071	879	0.299954
580	141.315	953	0.325206
581	141.559	873	0.297906
582	141.803	905	0.308826
583	142.047	924	0.31531
584	142.291	893	0.304731
585	142.534	949	0.323841
586	142.778	913	0.311556
587	143.022	920	0.313945
588	143.266	926	0.315992
589	143.510	883	0.301319
590	143.754	948	0.3235
591	143.998	878	0.299613
592	144.242	950	0.324182
593	144.485	929	0.317016
594	144.729	947	0.323159
595	144.973	897	0.306096
596	145.217	919	0.313604
597	145.461	925	0.315651
598	145.705	896	0.305755
599	145.949	910	0.310533
600	146.192	891	0.304049
601	146.436	908	0.30985
602	146.680	953	0.325206
603	146.924	846	0.288693
604	147.168	889	0.303366
605	147.412	917	0.312921
606	147.656	875	0.298589
607	147.899	918	0.313262
608	148.143	952	0.324865
609	148.387	918	0.313262
610	148.631	917	0.312921
611	148.875	915	0.312239
612	149.119	971	0.331348
613	149.363	937	0.319746
614	149.607	922	0.314627
615	149.850	907	0.309509
616	150.094	908	0.30985
617	150.338	903	0.308144
618	150.582	833	0.284257
619	150.826	957	0.326571
620	151.070	973	0.332031
621	151.314	996	0.33988
622	151.557	916	0.31258
623	151.801	889	0.303366
624	152.045	902	0.307803
625	152.289	896	0.305755
626	152.533	922	0.314627
627	152.777	1014	0.346022
628	153.021	957	0.326571
629	153.264	934	0.318722
630	153.508	923	0.314969
631	153.752	938	0.320087
632	153.996	899	0.306779
633	154.240	928	0.316675
634	154.484	942	0.321452
635	154.728	917	0.312921
636	154.972	926	0.315992
637	155.215	991	0.338173
638	155.459	922	0.314627
639	155.703	920	0.313945
640	155.947	923	0.314969
641	156.191	915	0.312239
642	156.435	924	0.31531
643	156.679	1014	0.346022
644	156.922	901	0.307461
645	157.166	928	0.316675
646	157.410	970	0.331007
647	157.654	818	0.279138
648	157.898	932	0.31804
649	158.142	917	0.312921
650	158.386	945	0.322476
651	158.630	897	0.306096
652	158.873	888	0.303025
653	159.117	924	0.31531
654	159.361	934	0.318722
655	159.605	919	0.313604
656	159.849	966	0.329642
657	160.093	998	0.340562
658	160.337	1119	0.381853
659	160.580	1135	0.387313
660	160.824	1119	0.381853
661	161.068	1164	0.397209
662	161.312	1103	0.376393
663	161.556	1085	0.37025
664	161.800	977	0.333396
665	162.044	967	0.329983
666	162.287	969	0.330666
667	162.531	944	0.322135
668	162.775	920	0.313945
669	163.019	971	0.331348
670	163.263	967	0.329983
671	163.507	905	0.308826
672	163.751	941	0.321111
673	163.995	974	0.332372
674	164.238	1176	0.401304
675	164.482	1544	0.526882
676	164.726	2682	0.915218
677	164.970	4792	1.63524
678	165.214	8212	2.8023
679	165.458	12585	4.29456
680	165.702	17009	5.80423
681	165.945	20122	6.86652
682	166.189	21048	7.18251
683	166.433	18552	6.33077
684	166.677	14063	4.79892
685	166.921	9581	3.26946
686	167.165	5832	1.99014
687	167.409	3315	1.13123
688	167.652	1816	0.6197
689	167.896	1216	0.414953
690	168.140	929	0.317016
691	168.384	933	0.318381
692	168.628	843	0.287669
693	168.872	919	0.313604
694	169.116	866	0.295518
695	169.360	925	0.315651
696	169.603	929	0.317016
697	169.847	900	0.30712
698	170.091	929	0.317016
699	170.335	858	0.292788
700	170.579	882	0.300978
701	170.823	890	0.303708
702	171.067	861	0.293812
703	171.310	885	0.302001
704	171.554	873	0.297906
705	171.798	912	0.311215
706	172.042	933	0.318381
707	172.286	889	0.303366
708	172.530	883	0.301319
709	172.774	926	0.315992
710	173.018	839	0.286304
711	173.261	909	0.310191
712	173.505	908	0.30985
713	173.749	845	0.288352
714	173.993	878	0.299613
715	174.237	957	0.326571
716	174.481	918	0.313262
717	174.725	908	0.30985
718	174.968	967	0.329983
719	175.212	913	0.311556
720	175.456	918	0.313262
721	175.700	955	0.325889
722	175.944	924	0.31531
723	176.188	922	0.314627
724	176.432	936	0.319405
725	176.675	886	0.302343
726	176.919	895	0.305414
727	177.163	936	0.319405
728	177.407	924	0.31531
729	177.651	875	0.298589
730	177.895	888	0.303025
731	178.139	940	0.32077
732	178.383	887	0.302684
733	178.626	873	0.297906
734	178.870	902	0.307803
735	179.114	931	0.317699
736	179.358	885	0.302001
737	179.602	838	0.285963
738	179.846	862	0.294153
739	180.090	829	0.282892
740	180.333	858	0.292788
741	180.577	898	0.306438
742	180.821	859	0.293129
743	181.065	835	0.284939
744	181.309	845	0.288352
745	181.553	873	0.297906
746	181.797	871	0.297224
747	182.041	846	0.288693
748	182.284	851	0.290399
749	182.528	807	0.275384
750	182.772	850	0.290058
751	183.016	823	0.280844
752	183.260	858	0.292788
753	183.504	826	0.281868
754	183.748	884	0.30166
755	183.991	868	0.2962
756	184.235	858	0.292788
757	184.479	807	0.275384
758	184.723	811	0.276749
759	184.967	832	0.283915
760	185.211	838	0.285963
761	185.455	827	0.282209
762	185.698	883	0.301319
763	185.942	859	0.293129
764	186.186	802	0.273678
765	186.430	799	0.272654
766	186.674	863	0.294494
767	186.918	871	0.297224
768	187.162	838	0.285963
769	187.406	866	0.295518
770	187.649	862	0.294153
771	187.893	901	0.307461
772	188.137	845	0.288352
773	188.381	881	0.300636
774	188.625	835	0.284939
775	188.869	920	0.313945
776	189.113	842	0.287328
777	189.356	825	0.281527
778	189.600	839	0.286304
779	189.844	846	0.288693
780	190.088	872	0.297565
781	190.332	912	0.311215
782	190.576	852	0.29074
783	190.820	858	0.292788
784	191.063	892	0.30439
785	191.307	880	0.300295
786	191.551	842	0.287328
787	191.795	797	0.271972
788	192.039	804	0.274361
789	192.283	842	0.287328
790	192.527	841	0.286987
791	192.771	805	0.274702
792	193.014	865	0.295177
793	193.258	883	0.301319
794	193.502	808	0.275726
795	193.746	837	0.285622
796	193.990	855	0.291764
797	194.234	817	0.278797
798	194.478	879	0.299954
799	194.721	804	0.274361
800	194.965	889	0.303366
801	195.209	849	0.289717
802	195.453	847	0.289034
803	195.697	874	0.298248
804	195.941	852	0.29074
805	196.185	835	0.284939
806	196.429	903	0.308144
807	196.672	864	0.294835
808	196.916	843	0.287669
809	197.160	904	0.308485
810	197.404	904	0.308485
811	197.648	946	0.322817
812	197.892	951	0.324524
813	198.136	1000	0.341245
814	198.379	1065	0.363425
815	198.623	1163	0.396867
816	198.867	1251	0.426897
817	199.111	1423	0.485591
818	199.355	1457	0.497193
819	199.599	1439	0.491051
820	199.843	1352	0.461363
821	200.086	1205	0.4112
822	200.330	1091	0.372298
823	200.574	1007	0.343633
824	200.818	871	0.297224
825	201.062	933	0.318381
826	201.306	854	0.291423
827	201.550	871	0.297224
828	201.794	894	0.305073
829	202.037	848	0.289375
830	202.281	865	0.295177
831	202.525	894	0.305073
832	202.769	858	0.292788
833	203.013	940	0.32077
834	203.257	956	0.32623
835	203.501	948	0.3235
836	203.744	997	0.340221
837	203.988	910	0.310533
838	204.232	929	0.317016
839	204.476	955	0.325889
840	204.720	912	0.311215
841	204.964	936	0.319405
842	205.208	870	0.296883
843	205.451	831	0.283574
844	205.695	829	0.282892
845	205.939	856	0.292105
846	206.183	871	0.297224
847	206.427	855	0.291764
848	206.671	772	0.263441
849	206.915	835	0.284939
850	207.159	810	0.276408
851	207.402	818	0.279138
852	207.646	870	0.296883
853	207.890	786	0.268218
854	208.134	751	0.256275
855	208.378	851	0.290399
856	208.622	783	0.267194
857	208.866	848	0.289375
858	209.109	827	0.282209
859	209.353	826	0.281868
860	209.597	794	0.270948
861	209.841	740	0.252521
862	210.085	774	0.264123
863	210.329	763	0.26037
864	210.573	816	0.278456
865	210.817	818	0.279138
866	211.060	767	0.261735
867	211.304	773	0.263782
868	211.548	800	0.272996
869	211.792	835	0.284939
870	212.036	750	0.255933
871	212.280	820	0.279821
872	212.524	817	0.278797
873	212.767	812	0.277091
874	213.011	762	0.260028
875	213.255	735	0.250815
876	213.499	835	0.284939
877	213.743	794	0.270948
878	213.987	790	0.269583
879	214.231	714	0.243649
880	214.474	772	0.263441
881	214.718	790	0.269583
882	214.962	777	0.265147
883	215.206	727	0.248085
884	215.450	764	0.260711
885	215.694	719	0.245355
886	215.938	708	0.241601
887	216.182	725	0.247402
888	216.425	726	0.247744
889	216.669	715	0.24399
890	216.913	786	0.268218
891	217.157	733	0.250132
892	217.401	731	0.24945
893	217.645	731	0.24945
894	217.889	785	0.267877
895	218.132	761	0.259687
896	218.376	718	0.245014
897	218.620	750	0.255933
898	218.864	758	0.258663
899	219.108	712	0.242966
900	219.352	780	0.266171
901	219.596	751	0.256275
902	219.839	735	0.250815
903	220.083	728	0.248426
904	220.327	786	0.268218
905	220.571	729	0.248767
906	220.815	704	0.240236
907	221.059	719	0.245355
908	221.303	760	0.259346
909	221.547	709	0.241942
910	221.790	734	0.250473
911	222.034	760	0.259346
912	222.278	728	0.248426
913	222.522	763	0.26037
914	222.766	757	0.258322
915	223.010	799	0.272654
916	223.254	816	0.278456
917	223.497	840	0.286645
918	223.741	822	0.280503
919	223.985	819	0.279479
920	224.229	755	0.25764
921	224.473	737	0.251497
922	224.717	716	0.244331
923	224.961	749	0.255592
924	225.205	683	0.23307
925	225.448	721	0.246037
926	225.692	697	0.237847
927	225.936	740	0.252521
928	226.180	733	0.250132
929	226.424	727	0.248085
930	226.668	731	0.24945
931	226.912	718	0.245014
932	227.155	723	0.24672
933	227.399	736	0.251156
934	227.643	744	0.253886
935	227.887	760	0.259346
936	228.131	749	0.255592
937	228.375	714	0.243649
938	228.619	713	0.243307
939	228.862	704	0.240236
940	229.106	685	0.233752
941	229.350	707	0.24126
942	229.594	710	0.242284
943	229.838	719	0.245355
944	230.082	702	0.239554
945	230.326	704	0.240236
946	230.570	728	0.248426
947	230.813	703	0.239895
948	231.057	680	0.232046
949	231.301	713	0.243307
950	231.545	685	0.233752
951	231.789	675	0.23034
952	232.033	662	0.225904
953	232.277	661	0.225563
954	232.520	678	0.231364
955	232.764	721	0.246037
956	233.008	692	0.236141
957	233.252	668	0.227951
958	233.496	631	0.215325
959	233.740	726	0.247744
960	233.984	669	0.228293
961	234.228	722	0.246379
962	234.471	712	0.242966
963	234.715	677	0.231023
964	234.959	682	0.232729
965	235.203	711	0.242625
966	235.447	672	0.229316
967	235.691	655	0.223515
968	235.935	692	0.236141
969	236.178	646	0.220444
970	236.422	651	0.22215
971	236.666	645	0.220103
972	236.910	651	0.22215
973	237.154	674	0.229999
974	237.398	700	0.238871
975	237.642	672	0.229316
976	237.885	665	0.226928
977	238.129	646	0.220444
978	238.373	660	0.225221
979	238.617	650	0.221809
980	238.861	704	0.240236
981	239.105	651	0.22215
982	239.349	661	0.225563
983	239.593	625	0.213278
984	239.836	614	0.209524
985	240.080	635	0.21669
986	240.324	656	0.223856
987	240.568	644	0.219761
988	240.812	707	0.24126
989	241.056	598	0.204064
990	241.300	664	0.226586
991	241.543	587	0.200311
992	241.787	652	0.222491
