#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2025-12-15, 14:45:40
# Real time (s): 5475.910
# Live time (s): 5076.570
#
# Total counts:  29804962
#
# Left marker:  20 (4.751 keV)
# Right marker: 50 (12.067 keV)
# Counts:       572751
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -0.126274
#     A1: 0.243864
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
499	121.562	70023	13.7934
500	121.806	99330	19.5664
501	122.050	120496	23.7357
502	122.294	126784	24.9743
503	122.538	114956	22.6444
504	122.781	90017	17.7319
505	123.025	61461	12.1068
506	123.269	36047	7.10066
507	123.513	19369	3.81537
508	123.757	10068	1.98323
509	124.001	5744	1.13147
510	124.245	3996	0.787146
511	124.488	3434	0.676441
512	124.732	3349	0.659697
513	124.976	3230	0.636256
514	125.220	3346	0.659106
515	125.464	3303	0.650636
516	125.708	3283	0.646696
517	125.952	3340	0.657925
518	126.196	3380	0.665804
519	126.439	3387	0.667183
520	126.683	3271	0.644333
521	126.927	3351	0.660091
522	127.171	3341	0.658122
523	127.415	3353	0.660485
524	127.659	3180	0.626407
525	127.903	3253	0.640787
526	128.146	3257	0.641575
527	128.390	3242	0.63862
528	128.634	3184	0.627195
529	128.878	3192	0.628771
530	129.122	3180	0.626407
531	129.366	3233	0.636847
532	129.610	3195	0.629362
533	129.853	3092	0.609073
534	130.097	3091	0.608876
535	130.341	3105	0.611633
536	130.585	3109	0.612421
537	130.829	3208	0.631923
538	131.073	2975	0.586026
539	131.317	3079	0.606512
540	131.561	3139	0.618331
541	131.804	3067	0.604148
542	132.048	3066	0.603951
543	132.292	3191	0.628574
544	132.536	3125	0.615573
545	132.780	3212	0.632711
546	133.024	3160	0.622468
547	133.268	3126	0.61577
548	133.511	3131	0.616755
549	133.755	3181	0.626604
550	133.999	3351	0.660091
551	134.243	3202	0.630741
552	134.487	3235	0.637241
553	134.731	3377	0.665213
554	134.975	3634	0.715838
555	135.219	4249	0.836982
556	135.462	5642	1.11138
557	135.706	7979	1.57173
558	135.950	11108	2.18809
559	136.194	14744	2.90432
560	136.438	17448	3.43697
561	136.682	18570	3.65798
562	136.926	17368	3.42121
563	137.169	14364	2.82947
564	137.413	10970	2.16091
565	137.657	7610	1.49904
566	137.901	5344	1.05268
567	138.145	4087	0.805071
568	138.389	3527	0.69476
569	138.633	3185	0.627392
570	138.876	3070	0.604739
571	139.120	3235	0.637241
572	139.364	3110	0.612618
573	139.608	3181	0.626604
574	139.852	3256	0.641378
575	140.096	3118	0.614194
576	140.340	3224	0.635074
577	140.584	3166	0.623649
578	140.827	3105	0.611633
579	141.071	3138	0.618134
580	141.315	3202	0.630741
581	141.559	3245	0.639211
582	141.803	3166	0.623649
583	142.047	3143	0.619119
584	142.291	3257	0.641575
585	142.534	3165	0.623452
586	142.778	3204	0.631135
587	143.022	3336	0.657137
588	143.266	3332	0.656349
589	143.510	3234	0.637044
590	143.754	3300	0.650045
591	143.998	3303	0.650636
592	144.242	3337	0.657334
593	144.485	3370	0.663834
594	144.729	3199	0.63015
595	144.973	3331	0.656152
596	145.217	3195	0.629362
597	145.461	3202	0.630741
598	145.705	3240	0.638226
599	145.949	3108	0.612224
600	146.192	3174	0.625225
601	146.436	3205	0.631332
602	146.680	3215	0.633302
603	146.924	3106	0.61183
604	147.168	3265	0.643151
605	147.412	3202	0.630741
606	147.656	3187	0.627786
607	147.899	3135	0.617543
608	148.143	3158	0.622074
609	148.387	3210	0.632317
610	148.631	3193	0.628968
611	148.875	3118	0.614194
612	149.119	3141	0.618725
613	149.363	3127	0.615967
614	149.607	3088	0.608285
615	149.850	3126	0.61577
616	150.094	3249	0.639999
617	150.338	3212	0.632711
618	150.582	3128	0.616164
619	150.826	3214	0.633105
620	151.070	3245	0.639211
621	151.314	3073	0.60533
622	151.557	3209	0.63212
623	151.801	3182	0.626801
624	152.045	3178	0.626013
625	152.289	3216	0.633499
626	152.533	3248	0.639802
627	152.777	3149	0.620301
628	153.021	3163	0.623058
629	153.264	3331	0.656152
630	153.508	3207	0.631726
631	153.752	3229	0.636059
632	153.996	3199	0.63015
633	154.240	3177	0.625816
634	154.484	3212	0.632711
635	154.728	3340	0.657925
636	154.972	3306	0.651227
637	155.215	3203	0.630938
638	155.459	3255	0.641181
639	155.703	3250	0.640196
640	155.947	3225	0.635271
641	156.191	3135	0.617543
642	156.435	3195	0.629362
643	156.679	3205	0.631332
644	156.922	3305	0.65103
645	157.166	3322	0.654379
646	157.410	3242	0.63862
647	157.654	3084	0.607497
648	157.898	3116	0.6138
649	158.142	3154	0.621286
650	158.386	3251	0.640393
651	158.630	3101	0.610846
652	158.873	3249	0.639999
653	159.117	3221	0.634484
654	159.361	3332	0.656349
655	159.605	3227	0.635665
656	159.849	3458	0.681169
657	160.093	3639	0.716823
658	160.337	3883	0.764887
659	160.580	3971	0.782221
660	160.824	4103	0.808223
661	161.068	3988	0.78557
662	161.312	3753	0.739279
663	161.556	3537	0.69673
664	161.800	3440	0.677623
665	162.044	3267	0.643545
666	162.287	3195	0.629362
667	162.531	3089	0.608482
668	162.775	3159	0.622271
669	163.019	3138	0.618134
670	163.263	3125	0.615573
671	163.507	3240	0.638226
672	163.751	3187	0.627786
673	163.995	3481	0.685699
674	164.238	4396	0.865939
675	164.482	6340	1.24887
676	164.726	10533	2.07483
677	164.970	18678	3.67926
678	165.214	31025	6.11141
679	165.458	46960	9.25034
680	165.702	63218	12.4529
681	165.945	73117	14.4028
682	166.189	74359	14.6475
683	166.433	64989	12.8018
684	166.677	49871	9.82376
685	166.921	33326	6.56467
686	167.165	20269	3.99266
687	167.409	11033	2.17332
688	167.652	6477	1.27586
689	167.896	4341	0.855105
690	168.140	3416	0.672895
691	168.384	3171	0.624634
692	168.628	3008	0.592526
693	168.872	3103	0.611239
694	169.116	3120	0.614588
695	169.360	3120	0.614588
696	169.603	3097	0.610058
697	169.847	3105	0.611633
698	170.091	3102	0.611042
699	170.335	3126	0.61577
700	170.579	3175	0.625422
701	170.823	3166	0.623649
702	171.067	3164	0.623255
703	171.310	3181	0.626604
704	171.554	3156	0.62168
705	171.798	3127	0.615967
706	172.042	3195	0.629362
707	172.286	3198	0.629953
708	172.530	3252	0.64059
709	172.774	3224	0.635074
710	173.018	3212	0.632711
711	173.261	3279	0.645909
712	173.505	3157	0.621877
713	173.749	3223	0.634877
714	173.993	3229	0.636059
715	174.237	3182	0.626801
716	174.481	3254	0.640984
717	174.725	3202	0.630741
718	174.968	3101	0.610846
719	175.212	3101	0.610846
720	175.456	3192	0.628771
721	175.700	3011	0.593117
722	175.944	3117	0.613997
723	176.188	3119	0.614391
724	176.432	3204	0.631135
725	176.675	3081	0.606906
726	176.919	3135	0.617543
727	177.163	3210	0.632317
728	177.407	3138	0.618134
729	177.651	3150	0.620498
730	177.895	3172	0.624831
731	178.139	3062	0.603163
732	178.383	2976	0.586223
733	178.626	3072	0.605133
734	178.870	3076	0.605921
735	179.114	3013	0.593511
736	179.358	2937	0.57854
737	179.602	2946	0.580313
738	179.846	3172	0.624831
739	180.090	3082	0.607103
740	180.333	2939	0.578934
741	180.577	2911	0.573419
742	180.821	2933	0.577752
743	181.065	2962	0.583465
744	181.309	2911	0.573419
745	181.553	2931	0.577358
746	181.797	3032	0.597254
747	182.041	2872	0.565736
748	182.284	2806	0.552735
749	182.528	2908	0.572828
750	182.772	2898	0.570858
751	183.016	2925	0.576176
752	183.260	2944	0.579919
753	183.504	2958	0.582677
754	183.748	2845	0.560418
755	183.991	2973	0.585632
756	184.235	2892	0.569676
757	184.479	2824	0.556281
758	184.723	2886	0.568494
759	184.967	2875	0.566327
760	185.211	2994	0.589768
761	185.455	3011	0.593117
762	185.698	2942	0.579525
763	185.942	2942	0.579525
764	186.186	2915	0.574207
765	186.430	2917	0.574601
766	186.674	2995	0.589965
767	186.918	3055	0.601784
768	187.162	2980	0.587011
769	187.406	3065	0.603754
770	187.649	3043	0.59942
771	187.893	3060	0.602769
772	188.137	3081	0.606906
773	188.381	2977	0.58642
774	188.625	3131	0.616755
775	188.869	3049	0.600602
776	189.113	3040	0.59883
777	189.356	3096	0.609861
778	189.600	3027	0.596269
779	189.844	2983	0.587601
780	190.088	2922	0.575585
781	190.332	2971	0.585238
782	190.576	2993	0.589571
783	190.820	2923	0.575782
784	191.063	3003	0.591541
785	191.307	2892	0.569676
786	191.551	2969	0.584844
787	191.795	2902	0.571646
788	192.039	2822	0.555887
789	192.283	2982	0.587404
790	192.527	2927	0.57657
791	192.771	2885	0.568297
792	193.014	2841	0.55963
793	193.258	2902	0.571646
794	193.502	2901	0.571449
795	193.746	2824	0.556281
796	193.990	3013	0.593511
797	194.234	2865	0.564357
798	194.478	2861	0.563569
799	194.721	2892	0.569676
800	194.965	3016	0.594102
801	195.209	3134	0.617346
802	195.453	3085	0.607694
803	195.697	3059	0.602572
804	195.941	3164	0.623255
805	196.185	3204	0.631135
806	196.429	3224	0.635074
807	196.672	3189	0.62818
808	196.916	3141	0.618725
809	197.160	3342	0.658319
810	197.404	3275	0.645121
811	197.648	3367	0.663243
812	197.892	3533	0.695942
813	198.136	3975	0.783009
814	198.379	4869	0.959112
815	198.623	5839	1.15019
816	198.867	6842	1.34776
817	199.111	7688	1.51441
818	199.355	8272	1.62945
819	199.599	7840	1.54435
820	199.843	7080	1.39464
821	200.086	5931	1.16831
822	200.330	5000	0.984917
823	200.574	4064	0.800541
824	200.818	3604	0.709928
825	201.062	3226	0.635468
826	201.306	2994	0.589768
827	201.550	3020	0.59489
828	201.794	2944	0.579919
829	202.037	2978	0.586617
830	202.281	3039	0.598633
831	202.525	2979	0.586814
832	202.769	3166	0.623649
833	203.013	3394	0.668562
834	203.257	3619	0.712883
835	203.501	3716	0.73199
836	203.744	3918	0.771781
837	203.988	4073	0.802313
838	204.232	3952	0.778478
839	204.476	3772	0.743021
840	204.720	3564	0.702049
841	204.964	3508	0.691018
842	205.208	3231	0.636453
843	205.451	3061	0.602966
844	205.695	2832	0.557857
845	205.939	2856	0.562585
846	206.183	2844	0.560221
847	206.427	2829	0.557266
848	206.671	2799	0.551357
849	206.915	2762	0.544068
850	207.159	2659	0.523779
851	207.402	2773	0.546235
852	207.646	2767	0.545053
853	207.890	2692	0.530279
854	208.134	2736	0.538947
855	208.378	2605	0.513142
856	208.622	2734	0.538553
857	208.866	2707	0.533234
858	209.109	2575	0.507232
859	209.353	2672	0.52634
860	209.597	2763	0.544265
861	209.841	2711	0.534022
862	210.085	2657	0.523385
863	210.329	2682	0.528309
864	210.573	2634	0.518854
865	210.817	2628	0.517672
866	211.060	2643	0.520627
867	211.304	2651	0.522203
868	211.548	2651	0.522203
869	211.792	2578	0.507823
870	212.036	2707	0.533234
871	212.280	2624	0.516884
872	212.524	2558	0.503884
873	212.767	2672	0.52634
874	213.011	2648	0.521612
875	213.255	2647	0.521415
876	213.499	2604	0.512945
877	213.743	2653	0.522597
878	213.987	2583	0.508808
879	214.231	2640	0.520036
880	214.474	2608	0.513733
881	214.718	2591	0.510384
882	214.962	2599	0.51196
883	215.206	2544	0.501126
884	215.450	2621	0.516293
885	215.694	2613	0.514718
886	215.938	2546	0.50152
887	216.182	2535	0.499353
888	216.425	2574	0.507035
889	216.669	2617	0.515506
890	216.913	2452	0.483003
891	217.157	2577	0.507626
892	217.401	2577	0.507626
893	217.645	2610	0.514127
894	217.889	2526	0.49758
895	218.132	2632	0.51846
896	218.376	2543	0.500929
897	218.620	2516	0.49561
898	218.864	2569	0.50605
899	219.108	2641	0.520233
900	219.352	2620	0.516096
901	219.596	2542	0.500732
902	219.839	2479	0.488322
903	220.083	2534	0.499156
904	220.327	2506	0.49364
905	220.571	2591	0.510384
906	220.815	2617	0.515506
907	221.059	2527	0.497777
908	221.303	2454	0.483397
909	221.547	2514	0.495216
910	221.790	2496	0.491671
911	222.034	2553	0.502899
912	222.278	2716	0.535007
913	222.522	2593	0.510778
914	222.766	2657	0.523385
915	223.010	2676	0.527128
916	223.254	2798	0.55116
917	223.497	2789	0.549387
918	223.741	2737	0.539144
919	223.985	2753	0.542295
920	224.229	2674	0.526734
921	224.473	2668	0.525552
922	224.717	2558	0.503884
923	224.961	2607	0.513536
924	225.205	2523	0.496989
925	225.448	2518	0.496004
926	225.692	2502	0.492852
927	225.936	2517	0.495807
928	226.180	2516	0.49561
929	226.424	2540	0.500338
930	226.668	2553	0.502899
931	226.912	2482	0.488913
932	227.155	2550	0.502308
933	227.399	2569	0.50605
934	227.643	2471	0.486746
935	227.887	2490	0.490489
936	228.131	2462	0.484973
937	228.375	2527	0.497777
938	228.619	2426	0.477882
939	228.862	2459	0.484382
940	229.106	2478	0.488125
941	229.350	2454	0.483397
942	229.594	2417	0.476109
943	229.838	2437	0.480049
944	230.082	2485	0.489504
945	230.326	2443	0.48123
946	230.570	2396	0.471972
947	230.813	2524	0.497186
948	231.057	2486	0.489701
949	231.301	2317	0.456411
950	231.545	2367	0.46626
951	231.789	2365	0.465866
952	232.033	2411	0.474927
953	232.277	2404	0.473548
954	232.520	2311	0.455229
955	232.764	2365	0.465866
956	233.008	2398	0.472366
957	233.252	2407	0.474139
958	233.496	2455	0.483594
959	233.740	2405	0.473745
960	233.984	2343	0.461532
