#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2025-12-19, 11:55:27
# Real time (s): 2965.560
# Live time (s): 2907.130
#
# Total counts:  4353092
#
# Left marker:  20 (4.751 keV)
# Right marker: 50 (12.067 keV)
# Counts:       82405
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -0.126274
#     A1: 0.243864
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
178	43.282	760	0.261426
179	43.525	791	0.27209
180	43.769	711	0.244571
181	44.013	802	0.275873
182	44.257	723	0.248699
183	44.501	712	0.244915
184	44.745	733	0.252139
185	44.989	748	0.257298
186	45.233	734	0.252483
187	45.476	747	0.256954
188	45.720	707	0.243195
189	45.964	687	0.236316
190	46.208	742	0.255235
191	46.452	737	0.253515
192	46.696	781	0.26865
193	46.940	774	0.266242
194	47.183	796	0.27381
195	47.427	792	0.272434
196	47.671	829	0.285161
197	47.915	890	0.306144
198	48.159	957	0.329191
199	48.403	1031	0.354645
200	48.647	1016	0.349486
201	48.890	1147	0.394547
202	49.134	1204	0.414154
203	49.378	1260	0.433417
204	49.622	1323	0.455088
205	49.866	1293	0.444769
206	50.110	1375	0.472975
207	50.354	1421	0.488798
208	50.598	1438	0.494646
209	50.841	1380	0.474695
210	51.085	1418	0.487766
211	51.329	1426	0.490518
212	51.573	1484	0.510469
213	51.817	1534	0.527668
214	52.061	1581	0.543835
215	52.305	1713	0.589241
216	52.548	1732	0.595777
217	52.792	1928	0.663197
218	53.036	2078	0.714794
219	53.280	1999	0.68762
220	53.524	2060	0.708603
221	53.768	1815	0.624327
222	54.012	1588	0.546243
223	54.256	1509	0.519069
224	54.499	1404	0.482951
225	54.743	1310	0.450616
226	54.987	1303	0.448208
227	55.231	1260	0.433417
228	55.475	1217	0.418626
229	55.719	1210	0.416218
230	55.963	1247	0.428945
231	56.206	1110	0.38182
232	56.450	1154	0.396955
233	56.694	1124	0.386636
234	56.938	1050	0.361181
235	57.182	1116	0.383884
236	57.426	1002	0.34467
237	57.670	1155	0.397299
238	57.913	1306	0.44924
239	58.157	1803	0.620199
240	58.401	3106	1.06841
241	58.645	5748	1.97721
242	58.889	9880	3.39854
243	59.133	15281	5.25639
244	59.377	20450	7.03443
245	59.621	23301	8.01512
246	59.864	22898	7.8765
247	60.108	18993	6.53325
248	60.352	13610	4.68159
249	60.596	8284	2.84955
250	60.840	4544	1.56305
251	61.084	2364	0.813173
252	61.328	1373	0.472287
253	61.571	1010	0.347422
254	61.815	941	0.323687
255	62.059	943	0.324375
256	62.303	884	0.30408
257	62.547	854	0.293761
258	62.791	811	0.278969
259	63.035	831	0.285849
260	63.278	805	0.276905
261	63.522	805	0.276905
262	63.766	824	0.283441
263	64.010	765	0.263146
264	64.254	796	0.27381
265	64.498	844	0.290321
266	64.742	851	0.292729
267	64.986	771	0.26521
268	65.229	859	0.29548
269	65.473	934	0.321279
270	65.717	935	0.321623
271	65.961	991	0.340886
272	66.205	1000	0.343982
273	66.449	1020	0.350862
274	66.693	969	0.333318
275	66.936	975	0.335382
276	67.180	901	0.309928
277	67.424	980	0.337102
278	67.668	968	0.332974
279	67.912	943	0.324375
280	68.156	923	0.317495
281	68.400	912	0.313711
282	68.644	867	0.298232
283	68.887	849	0.292041
284	69.131	915	0.314743
285	69.375	922	0.317151
286	69.619	930	0.319903
287	69.863	950	0.326783
288	70.107	883	0.303736
289	70.351	900	0.309584
290	70.594	923	0.317495
291	70.838	943	0.324375
292	71.082	933	0.320935
293	71.326	906	0.311648
294	71.570	937	0.322311
295	71.814	933	0.320935
296	72.058	918	0.315775
297	72.301	947	0.325751
298	72.545	868	0.298576
299	72.789	884	0.30408
300	73.033	836	0.287569
301	73.277	852	0.293073
302	73.521	864	0.2972
303	73.765	878	0.302016
304	74.009	802	0.275873
305	74.252	870	0.299264
306	74.496	873	0.300296
307	74.740	825	0.283785
308	74.984	906	0.311648
309	75.228	809	0.278281
310	75.472	839	0.288601
311	75.716	818	0.281377
312	75.959	851	0.292729
313	76.203	794	0.273122
314	76.447	828	0.284817
315	76.691	760	0.261426
316	76.935	815	0.280345
317	77.179	799	0.274842
318	77.423	801	0.275529
319	77.666	764	0.262802
320	77.910	789	0.271402
321	78.154	824	0.283441
322	78.398	815	0.280345
323	78.642	892	0.306832
324	78.886	949	0.326439
325	79.130	1112	0.382508
326	79.374	1323	0.455088
327	79.617	1605	0.552091
328	79.861	2308	0.79391
329	80.105	3058	1.0519
330	80.349	4626	1.59126
331	80.593	6352	2.18497
332	80.837	8250	2.83785
333	81.081	9346	3.21485
334	81.324	9404	3.23481
335	81.568	7661	2.63525
336	81.812	5582	1.92011
337	82.056	3761	1.29372
338	82.300	2211	0.760544
339	82.544	1407	0.483982
340	82.788	962	0.330911
341	83.032	833	0.286537
342	83.275	782	0.268994
343	83.519	795	0.273466
344	83.763	765	0.263146
345	84.007	776	0.26693
346	84.251	785	0.270026
347	84.495	767	0.263834
348	84.739	801	0.275529
349	84.982	754	0.259362
350	85.226	768	0.264178
351	85.470	842	0.289633
352	85.714	797	0.274154
353	85.958	786	0.27037
354	86.202	758	0.260738
355	86.446	888	0.305456
356	86.689	1073	0.369093
357	86.933	1547	0.53214
358	87.177	2523	0.867866
359	87.421	4105	1.41205
360	87.665	5889	2.02571
361	87.909	7795	2.68134
362	88.153	8275	2.84645
363	88.397	8407	2.89186
364	88.640	6824	2.34733
365	88.884	4965	1.70787
366	89.128	3298	1.13445
367	89.372	2014	0.692779
368	89.616	1196	0.411402
369	89.860	884	0.30408
370	90.104	753	0.259018
371	90.347	745	0.256266
372	90.591	744	0.255923
373	90.835	747	0.256954
374	91.079	787	0.270714
375	91.323	720	0.247667
376	91.567	802	0.275873
377	91.811	725	0.249387
378	92.055	790	0.271746
379	92.298	809	0.278281
380	92.542	762	0.262114
381	92.786	770	0.264866
382	93.030	787	0.270714
383	93.274	818	0.281377
384	93.518	748	0.257298
385	93.762	795	0.273466
386	94.005	769	0.264522
387	94.249	727	0.250075
388	94.493	775	0.266586
389	94.737	771	0.26521
390	94.981	739	0.254203
391	95.225	758	0.260738
392	95.469	742	0.255235
393	95.712	742	0.255235
394	95.956	792	0.272434
395	96.200	743	0.255579
396	96.444	748	0.257298
397	96.688	767	0.263834
398	96.932	728	0.250419
399	97.176	723	0.248699
400	97.420	763	0.262458
401	97.663	743	0.255579
402	97.907	762	0.262114
403	98.151	736	0.253171
404	98.395	745	0.256266
405	98.639	741	0.254891
406	98.883	776	0.26693
407	99.127	781	0.26865
408	99.370	749	0.257642
409	99.614	742	0.255235
410	99.858	725	0.249387
411	100.102	738	0.253859
412	100.346	761	0.26177
413	100.590	785	0.270026
414	100.834	797	0.274154
415	101.077	739	0.254203
416	101.321	788	0.271058
417	101.565	746	0.25661
418	101.809	758	0.260738
419	102.053	727	0.250075
420	102.297	796	0.27381
421	102.541	768	0.264178
422	102.785	793	0.272778
423	103.028	795	0.273466
424	103.272	816	0.280689
425	103.516	816	0.280689
426	103.760	730	0.251107
427	104.004	734	0.252483
428	104.248	773	0.265898
429	104.492	768	0.264178
430	104.735	741	0.254891
431	104.979	718	0.246979
432	105.223	752	0.258674
433	105.467	702	0.241475
434	105.711	758	0.260738
435	105.955	767	0.263834
436	106.199	719	0.247323
437	106.443	684	0.235284
438	106.686	737	0.253515
439	106.930	726	0.249731
440	107.174	699	0.240443
441	107.418	689	0.237004
442	107.662	716	0.246291
443	107.906	698	0.240099
444	108.150	717	0.246635
445	108.393	711	0.244571
446	108.637	695	0.239067
447	108.881	669	0.230124
448	109.125	723	0.248699
449	109.369	697	0.239755
450	109.613	711	0.244571
451	109.857	655	0.225308
452	110.100	721	0.248011
453	110.344	735	0.252827
454	110.588	709	0.243883
455	110.832	762	0.262114
456	111.076	815	0.280345
457	111.320	738	0.253859
458	111.564	848	0.291697
459	111.808	836	0.287569
460	112.051	826	0.284129
461	112.295	805	0.276905
462	112.539	847	0.291353
463	112.783	750	0.257986
464	113.027	710	0.244227
465	113.271	751	0.25833
466	113.515	662	0.227716
467	113.758	660	0.227028
468	114.002	628	0.216021
469	114.246	661	0.227372
470	114.490	664	0.228404
471	114.734	705	0.242507
472	114.978	647	0.222556
473	115.222	696	0.239411
474	115.465	700	0.240787
475	115.709	650	0.223588
476	115.953	675	0.232188
477	116.197	685	0.235628
478	116.441	646	0.222212
479	116.685	665	0.228748
480	116.929	676	0.232532
481	117.173	697	0.239755
482	117.416	654	0.224964
483	117.660	645	0.221868
484	117.904	640	0.220148
485	118.148	649	0.223244
486	118.392	636	0.218772
487	118.636	654	0.224964
488	118.880	680	0.233908
489	119.123	638	0.21946
490	119.367	648	0.2229
491	119.611	666	0.229092
492	119.855	657	0.225996
493	120.099	695	0.239067
494	120.343	805	0.276905
495	120.587	1095	0.37666
496	120.831	1740	0.598528
497	121.074	3353	1.15337
498	121.318	5667	1.94935
499	121.562	9442	3.24788
500	121.806	13645	4.69363
501	122.050	16754	5.76307
502	122.294	17925	6.16587
503	122.538	16411	5.64509
504	122.781	12779	4.39574
505	123.025	8793	3.02463
506	123.269	5304	1.82448
507	123.513	2857	0.982756
508	123.757	1587	0.545899
509	124.001	890	0.306144
510	124.245	651	0.223932
511	124.488	587	0.201917
512	124.732	609	0.209485
513	124.976	581	0.199853
514	125.220	561	0.192974
515	125.464	519	0.178527
516	125.708	559	0.192286
517	125.952	601	0.206733
518	126.196	560	0.19263
519	126.439	577	0.198478
520	126.683	534	0.183686
521	126.927	555	0.19091
522	127.171	602	0.207077
523	127.415	560	0.19263
524	127.659	548	0.188502
525	127.903	543	0.186782
526	128.146	536	0.184374
527	128.390	583	0.200541
528	128.634	592	0.203637
529	128.878	541	0.186094
530	129.122	606	0.208453
531	129.366	520	0.178871
532	129.610	590	0.202949
533	129.853	541	0.186094
534	130.097	601	0.206733
535	130.341	545	0.18747
536	130.585	572	0.196758
537	130.829	553	0.190222
538	131.073	570	0.19607
539	131.317	585	0.201229
540	131.561	571	0.196414
541	131.804	553	0.190222
542	132.048	585	0.201229
543	132.292	528	0.181622
544	132.536	548	0.188502
545	132.780	589	0.202605
546	133.024	558	0.191942
547	133.268	556	0.191254
548	133.511	561	0.192974
549	133.755	603	0.207421
550	133.999	555	0.19091
551	134.243	541	0.186094
552	134.487	588	0.202261
553	134.731	538	0.185062
554	134.975	639	0.219804
555	135.219	643	0.22118
556	135.462	863	0.296856
557	135.706	1151	0.395923
558	135.950	1452	0.499462
559	136.194	2060	0.708603
560	136.438	2422	0.833124
561	136.682	2633	0.905704
562	136.926	2410	0.828996
563	137.169	2087	0.71789
564	137.413	1633	0.561722
565	137.657	1125	0.38698
566	137.901	916	0.315087
567	138.145	692	0.238035
568	138.389	596	0.205013
569	138.633	518	0.178183
570	138.876	551	0.189534
571	139.120	538	0.185062
572	139.364	559	0.192286
573	139.608	530	0.18231
574	139.852	510	0.175431
575	140.096	506	0.174055
576	140.340	512	0.176119
577	140.584	556	0.191254
578	140.827	532	0.182998
579	141.071	559	0.192286
580	141.315	553	0.190222
581	141.559	549	0.188846
582	141.803	550	0.18919
583	142.047	550	0.18919
584	142.291	565	0.19435
585	142.534	522	0.179559
586	142.778	585	0.201229
587	143.022	549	0.188846
588	143.266	592	0.203637
589	143.510	615	0.211549
590	143.754	547	0.188158
591	143.998	543	0.186782
592	144.242	536	0.184374
593	144.485	561	0.192974
594	144.729	557	0.191598
595	144.973	561	0.192974
596	145.217	550	0.18919
597	145.461	566	0.194694
598	145.705	578	0.198822
599	145.949	574	0.197446
600	146.192	576	0.198134
601	146.436	531	0.182654
602	146.680	539	0.185406
603	146.924	561	0.192974
604	147.168	547	0.188158
605	147.412	585	0.201229
606	147.656	580	0.199509
607	147.899	582	0.200197
608	148.143	590	0.202949
609	148.387	612	0.210517
610	148.631	558	0.191942
611	148.875	636	0.218772
612	149.119	582	0.200197
613	149.363	525	0.18059
614	149.607	588	0.202261
615	149.850	610	0.209829
616	150.094	518	0.178183
617	150.338	566	0.194694
618	150.582	578	0.198822
619	150.826	582	0.200197
620	151.070	556	0.191254
621	151.314	582	0.200197
622	151.557	574	0.197446
623	151.801	572	0.196758
624	152.045	553	0.190222
625	152.289	557	0.191598
626	152.533	572	0.196758
627	152.777	566	0.194694
628	153.021	518	0.178183
629	153.264	574	0.197446
630	153.508	618	0.212581
631	153.752	593	0.203981
632	153.996	557	0.191598
633	154.240	580	0.199509
634	154.484	575	0.19779
635	154.728	558	0.191942
636	154.972	570	0.19607
637	155.215	609	0.209485
638	155.459	567	0.195038
639	155.703	557	0.191598
640	155.947	577	0.198478
641	156.191	585	0.201229
642	156.435	602	0.207077
643	156.679	607	0.208797
644	156.922	568	0.195382
645	157.166	547	0.188158
646	157.410	552	0.189878
647	157.654	549	0.188846
648	157.898	529	0.181966
649	158.142	532	0.182998
650	158.386	586	0.201573
651	158.630	562	0.193318
652	158.873	544	0.187126
653	159.117	544	0.187126
654	159.361	563	0.193662
655	159.605	598	0.205701
656	159.849	579	0.199166
657	160.093	603	0.207421
658	160.337	653	0.22462
659	160.580	695	0.239067
660	160.824	705	0.242507
661	161.068	681	0.234252
662	161.312	673	0.2315
663	161.556	617	0.212237
664	161.800	621	0.213613
665	162.044	598	0.205701
666	162.287	558	0.191942
667	162.531	574	0.197446
668	162.775	564	0.194006
669	163.019	565	0.19435
670	163.263	595	0.204669
671	163.507	526	0.180934
672	163.751	554	0.190566
673	163.995	606	0.208453
674	164.238	697	0.239755
675	164.482	971	0.334006
676	164.726	1540	0.529732
677	164.970	2554	0.87853
678	165.214	4537	1.56065
679	165.458	6966	2.39618
680	165.702	9658	3.32218
681	165.945	11249	3.86945
682	166.189	11404	3.92277
683	166.433	10285	3.53785
684	166.677	7842	2.69751
685	166.921	5386	1.85269
686	167.165	3314	1.13996
687	167.409	1865	0.641526
688	167.652	1131	0.389043
689	167.896	760	0.261426
690	168.140	586	0.201573
691	168.384	509	0.175087
692	168.628	502	0.172679
693	168.872	486	0.167175
694	169.116	516	0.177495
695	169.360	533	0.183342
696	169.603	507	0.174399
697	169.847	485	0.166831
698	170.091	533	0.183342
699	170.335	527	0.181278
700	170.579	562	0.193318
701	170.823	527	0.181278
702	171.067	526	0.180934
703	171.310	541	0.186094
704	171.554	544	0.187126
705	171.798	526	0.180934
706	172.042	529	0.181966
707	172.286	564	0.194006
708	172.530	554	0.190566
709	172.774	535	0.18403
710	173.018	587	0.201917
711	173.261	589	0.202605
712	173.505	556	0.191254
713	173.749	591	0.203293
714	173.993	544	0.187126
715	174.237	580	0.199509
716	174.481	571	0.196414
717	174.725	553	0.190222
718	174.968	592	0.203637
719	175.212	597	0.205357
720	175.456	553	0.190222
721	175.700	572	0.196758
722	175.944	565	0.19435
723	176.188	565	0.19435
724	176.432	538	0.185062
725	176.675	582	0.200197
726	176.919	575	0.19779
727	177.163	577	0.198478
728	177.407	558	0.191942
729	177.651	512	0.176119
730	177.895	543	0.186782
731	178.139	569	0.195726
732	178.383	522	0.179559
733	178.626	564	0.194006
734	178.870	548	0.188502
735	179.114	536	0.184374
736	179.358	557	0.191598
737	179.602	561	0.192974
738	179.846	492	0.169239
739	180.090	534	0.183686
740	180.333	523	0.179903
741	180.577	521	0.179215
742	180.821	537	0.184718
743	181.065	536	0.184374
744	181.309	518	0.178183
745	181.553	533	0.183342
746	181.797	534	0.183686
747	182.041	567	0.195038
748	182.284	526	0.180934
749	182.528	512	0.176119
750	182.772	495	0.170271
751	183.016	487	0.167519
752	183.260	522	0.179559
753	183.504	493	0.169583
754	183.748	488	0.167863
755	183.991	537	0.184718
756	184.235	508	0.174743
757	184.479	495	0.170271
758	184.723	514	0.176807
759	184.967	480	0.165111
760	185.211	544	0.187126
761	185.455	560	0.19263
762	185.698	511	0.175775
763	185.942	504	0.173367
764	186.186	508	0.174743
765	186.430	548	0.188502
766	186.674	467	0.16064
767	186.918	538	0.185062
768	187.162	525	0.18059
769	187.406	546	0.187814
770	187.649	537	0.184718
771	187.893	487	0.167519
772	188.137	527	0.181278
773	188.381	530	0.18231
774	188.625	553	0.190222
775	188.869	546	0.187814
776	189.113	517	0.177839
777	189.356	519	0.178527
778	189.600	568	0.195382
779	189.844	482	0.165799
780	190.088	515	0.177151
781	190.332	502	0.172679
782	190.576	535	0.18403
783	190.820	516	0.177495
784	191.063	518	0.178183
785	191.307	554	0.190566
786	191.551	532	0.182998
787	191.795	530	0.18231
788	192.039	500	0.171991
789	192.283	500	0.171991
790	192.527	538	0.185062
791	192.771	520	0.178871
792	193.014	504	0.173367
793	193.258	534	0.183686
794	193.502	542	0.186438
795	193.746	477	0.164079
796	193.990	510	0.175431
797	194.234	520	0.178871
798	194.478	522	0.179559
799	194.721	515	0.177151
800	194.965	512	0.176119
801	195.209	542	0.186438
802	195.453	532	0.182998
803	195.697	481	0.165455
804	195.941	492	0.169239
805	196.185	506	0.174055
806	196.429	514	0.176807
807	196.672	505	0.173711
808	196.916	572	0.196758
809	197.160	516	0.177495
810	197.404	505	0.173711
811	197.648	559	0.192286
812	197.892	535	0.18403
813	198.136	533	0.183342
814	198.379	573	0.197102
815	198.623	585	0.201229
816	198.867	637	0.219116
817	199.111	651	0.223932
818	199.355	695	0.239067
819	199.599	707	0.243195
820	199.843	624	0.214645
821	200.086	652	0.224276
822	200.330	549	0.188846
823	200.574	557	0.191598
824	200.818	582	0.200197
825	201.062	510	0.175431
826	201.306	504	0.173367
827	201.550	519	0.178527
828	201.794	548	0.188502
829	202.037	536	0.184374
830	202.281	527	0.181278
831	202.525	502	0.172679
832	202.769	558	0.191942
833	203.013	536	0.184374
834	203.257	518	0.178183
835	203.501	568	0.195382
836	203.744	569	0.195726
837	203.988	540	0.18575
838	204.232	557	0.191598
839	204.476	562	0.193318
840	204.720	557	0.191598
841	204.964	534	0.183686
842	205.208	526	0.180934
843	205.451	511	0.175775
844	205.695	525	0.18059
845	205.939	458	0.157544
846	206.183	490	0.168551
847	206.427	507	0.174399
848	206.671	514	0.176807
849	206.915	487	0.167519
850	207.159	541	0.186094
851	207.402	461	0.158576
852	207.646	497	0.170959
853	207.890	486	0.167175
854	208.134	521	0.179215
855	208.378	485	0.166831
856	208.622	457	0.1572
857	208.866	456	0.156856
858	209.109	505	0.173711
859	209.353	465	0.159952
860	209.597	501	0.172335
861	209.841	491	0.168895
862	210.085	476	0.163735
863	210.329	484	0.166487
864	210.573	453	0.155824
865	210.817	463	0.159264
866	211.060	475	0.163391
867	211.304	454	0.156168
868	211.548	452	0.15548
869	211.792	461	0.158576
870	212.036	502	0.172679
871	212.280	492	0.169239
872	212.524	503	0.173023
873	212.767	494	0.169927
874	213.011	477	0.164079
875	213.255	494	0.169927
876	213.499	472	0.162359
877	213.743	451	0.155136
878	213.987	531	0.182654
879	214.231	513	0.176463
880	214.474	449	0.154448
881	214.718	493	0.169583
882	214.962	497	0.170959
883	215.206	486	0.167175
884	215.450	453	0.155824
885	215.694	483	0.166143
886	215.938	478	0.164423
887	216.182	473	0.162703
888	216.425	443	0.152384
889	216.669	459	0.157888
890	216.913	483	0.166143
891	217.157	473	0.162703
892	217.401	484	0.166487
893	217.645	442	0.15204
894	217.889	480	0.165111
895	218.132	443	0.152384
896	218.376	433	0.148944
897	218.620	475	0.163391
898	218.864	452	0.15548
899	219.108	483	0.166143
900	219.352	488	0.167863
901	219.596	447	0.15376
902	219.839	463	0.159264
903	220.083	440	0.151352
904	220.327	447	0.15376
905	220.571	429	0.147568
906	220.815	467	0.16064
907	221.059	461	0.158576
908	221.303	443	0.152384
909	221.547	447	0.15376
910	221.790	452	0.15548
911	222.034	472	0.162359
912	222.278	491	0.168895
913	222.522	482	0.165799
914	222.766	478	0.164423
915	223.010	495	0.170271
916	223.254	509	0.175087
917	223.497	545	0.18747
918	223.741	492	0.169239
919	223.985	477	0.164079
920	224.229	497	0.170959
921	224.473	478	0.164423
922	224.717	490	0.168551
923	224.961	452	0.15548
924	225.205	472	0.162359
925	225.448	438	0.150664
926	225.692	467	0.16064
927	225.936	436	0.149976
928	226.180	417	0.14344
929	226.424	438	0.150664
930	226.668	441	0.151696
931	226.912	470	0.161671
932	227.155	400	0.137593
933	227.399	394	0.135529
934	227.643	444	0.152728
935	227.887	456	0.156856
936	228.131	458	0.157544
937	228.375	467	0.16064
938	228.619	410	0.141033
939	228.862	420	0.144472
940	229.106	422	0.14516
941	229.350	439	0.151008
942	229.594	435	0.149632
943	229.838	419	0.144128
944	230.082	456	0.156856
945	230.326	450	0.154792
946	230.570	438	0.150664
947	230.813	431	0.148256
948	231.057	433	0.148944
949	231.301	434	0.149288
950	231.545	467	0.16064
951	231.789	389	0.133809
952	232.033	423	0.145504
953	232.277	412	0.141721
954	232.520	431	0.148256
955	232.764	406	0.139657
956	233.008	417	0.14344
957	233.252	407	0.140001
958	233.496	460	0.158232
959	233.740	423	0.145504
960	233.984	421	0.144816
961	234.228	427	0.14688
962	234.471	412	0.141721
963	234.715	389	0.133809
964	234.959	408	0.140345
965	235.203	424	0.145848
966	235.447	424	0.145848
967	235.691	398	0.136905
968	235.935	418	0.143784
969	236.178	410	0.141033
970	236.422	426	0.146536
971	236.666	414	0.142408
972	236.910	395	0.135873
973	237.154	407	0.140001
974	237.398	423	0.145504
975	237.642	435	0.149632
976	237.885	373	0.128305
977	238.129	370	0.127273
978	238.373	391	0.134497
979	238.617	424	0.145848
980	238.861	421	0.144816
981	239.105	386	0.132777
982	239.349	409	0.140689
983	239.593	444	0.152728
984	239.836	402	0.138281
985	240.080	345	0.118674
986	240.324	400	0.137593
987	240.568	363	0.124865
988	240.812	411	0.141377
989	241.056	394	0.135529
990	241.300	378	0.130025
991	241.543	379	0.130369
992	241.787	382	0.131401
993	242.031	397	0.136561
994	242.275	372	0.127961
995	242.519	402	0.138281
996	242.763	364	0.125209
997	243.007	383	0.131745
998	243.250	340	0.116954
999	243.494	413	0.142065
1000	243.738	363	0.124865
1001	243.982	365	0.125553
1002	244.226	397	0.136561
1003	244.470	362	0.124521
1004	244.714	393	0.135185
1005	244.958	367	0.126241
1006	245.201	352	0.121082
1007	245.445	393	0.135185
1008	245.689	377	0.129681
1009	245.933	363	0.124865
1010	246.177	352	0.121082
1011	246.421	409	0.140689
1012	246.665	389	0.133809
1013	246.908	342	0.117642
1014	247.152	361	0.124177
