#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2025-12-17, 14:16:12
# Real time (s): 77709.900
# Live time (s): 76874.930
#
# Total counts:  60769423
#
# Left marker:  20 (4.751 keV)
# Right marker: 50 (12.067 keV)
# Counts:       1153517
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -0.126274
#     A1: 0.243864
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
80	19.383	55646	0.723851
81	19.627	67877	0.882954
82	19.871	89275	1.1613
83	20.114	122861	1.59819
84	20.358	174517	2.27014
85	20.602	251625	3.27317
86	20.846	374803	4.87549
87	21.090	580051	7.54539
88	21.334	910623	11.8455
89	21.578	1363434	17.7357
90	21.822	1864300	24.2511
91	22.065	2236595	29.0939
92	22.309	2318521	30.1597
93	22.553	2056319	26.7489
94	22.797	1555838	20.2386
95	23.041	1009060	13.126
96	23.285	574868	7.47796
97	23.529	310895	4.04417
98	23.772	194875	2.53496
99	24.016	181538	2.36147
100	24.260	232009	3.01801
101	24.504	325028	4.22801
102	24.748	423724	5.51186
103	24.992	495080	6.44007
104	25.236	502584	6.53768
105	25.479	443483	5.76889
106	25.723	342838	4.45969
107	25.967	236555	3.07714
108	26.211	149715	1.94751
109	26.455	93572	1.2172
110	26.699	60007	0.78058
111	26.943	42430	0.551935
112	27.187	33368	0.434056
113	27.430	29706	0.38642
114	27.674	28860	0.375415
115	27.918	31246	0.406452
116	28.162	34657	0.450823
117	28.406	39142	0.509165
118	28.650	43529	0.566231
119	28.894	48436	0.630062
120	29.137	53340	0.693854
121	29.381	60964	0.793028
122	29.625	75647	0.984027
123	29.869	104652	1.36133
124	30.113	153964	2.00279
125	30.357	222425	2.89334
126	30.601	295156	3.83943
127	30.845	348401	4.53205
128	31.088	360736	4.69251
129	31.332	326754	4.25046
130	31.576	261390	3.4002
131	31.820	193687	2.51951
132	32.064	139569	1.81553
133	32.308	115166	1.4981
134	32.552	116105	1.51031
135	32.795	136108	1.77051
136	33.039	165075	2.14732
137	33.283	185035	2.40696
138	33.527	189452	2.46442
139	33.771	171849	2.23544
140	34.015	143091	1.86135
141	34.259	113599	1.47771
142	34.502	96160	1.25086
143	34.746	90329	1.17501
144	34.990	91183	1.18612
145	35.234	89775	1.16781
146	35.478	82174	1.06893
147	35.722	70696	0.919624
148	35.966	57003	0.741503
149	36.210	45228	0.588332
150	36.453	35974	0.467955
151	36.697	30624	0.398361
152	36.941	29805	0.387708
153	37.185	32186	0.41868
154	37.429	37913	0.493178
155	37.673	43912	0.571214
156	37.917	47695	0.620423
157	38.160	46594	0.606101
158	38.404	41024	0.533646
159	38.648	34476	0.448469
160	38.892	28061	0.365021
161	39.136	22160	0.28826
162	39.380	17878	0.23256
163	39.624	14192	0.184612
164	39.868	12028	0.156462
165	40.111	10396	0.135233
166	40.355	9940	0.129301
167	40.599	9757	0.12692
168	40.843	9316	0.121184
169	41.087	9404	0.122329
170	41.331	9512	0.123733
171	41.575	9543	0.124137
172	41.818	9572	0.124514
173	42.062	9704	0.126231
174	42.306	9971	0.129704
175	42.550	10183	0.132462
176	42.794	10271	0.133607
177	43.038	10400	0.135285
178	43.282	10920	0.142049
179	43.525	10893	0.141698
180	43.769	11106	0.144468
181	44.013	10860	0.141268
182	44.257	10921	0.142062
183	44.501	10908	0.141893
184	44.745	10934	0.142231
185	44.989	10852	0.141164
186	45.233	10662	0.138693
187	45.476	10786	0.140306
188	45.720	10823	0.140787
189	45.964	10919	0.142036
190	46.208	10922	0.142075
191	46.452	10998	0.143064
192	46.696	11124	0.144703
193	46.940	11440	0.148813
194	47.183	11603	0.150933
195	47.427	11967	0.155668
196	47.671	12400	0.161301
197	47.915	12854	0.167207
198	48.159	13552	0.176286
199	48.403	14151	0.184078
200	48.647	15345	0.19961
201	48.890	16101	0.209444
202	49.134	17168	0.223324
203	49.378	18257	0.23749
204	49.622	18726	0.24359
205	49.866	19227	0.250108
206	50.110	19310	0.251187
207	50.354	19419	0.252605
208	50.598	19456	0.253086
209	50.841	19469	0.253256
210	51.085	19912	0.259018
211	51.329	20424	0.265678
212	51.573	21222	0.276059
213	51.817	21975	0.285854
214	52.061	22980	0.298927
215	52.305	24595	0.319935
216	52.548	26562	0.345522
217	52.792	28991	0.377119
218	53.036	30661	0.398843
219	53.280	31964	0.415792
220	53.524	31325	0.40748
221	53.768	29108	0.378641
222	54.012	26770	0.348228
223	54.256	24908	0.324007
224	54.499	23180	0.301529
225	54.743	21987	0.28601
226	54.987	21226	0.276111
227	55.231	20860	0.27135
228	55.475	20157	0.262205
229	55.719	19682	0.256026
230	55.963	19100	0.248456
231	56.206	18294	0.237971
232	56.450	18041	0.23468
233	56.694	17558	0.228397
234	56.938	17048	0.221763
235	57.182	16867	0.219408
236	57.426	16465	0.214179
237	57.670	16972	0.220774
238	57.913	18838	0.245047
239	58.157	25316	0.329314
240	58.401	41842	0.544287
241	58.645	75703	0.984755
242	58.889	130435	1.69672
243	59.133	203043	2.64121
244	59.377	272223	3.54112
245	59.621	311056	4.04626
246	59.864	302282	3.93213
247	60.108	249079	3.24005
248	60.352	176244	2.29261
249	60.596	106869	1.39017
250	60.840	58437	0.760157
251	61.084	30989	0.403109
252	61.328	18305	0.238114
253	61.571	13746	0.17881
254	61.815	12451	0.161964
255	62.059	11987	0.155929
256	62.303	12119	0.157646
257	62.547	12007	0.156189
258	62.791	11840	0.154016
259	63.035	11736	0.152664
260	63.278	11882	0.154563
261	63.522	11755	0.152911
262	63.766	11688	0.152039
263	64.010	12212	0.158855
264	64.254	12049	0.156735
265	64.498	12091	0.157281
266	64.742	12084	0.15719
267	64.986	12018	0.156332
268	65.229	12290	0.15987
269	65.473	12638	0.164397
270	65.717	12878	0.167519
271	65.961	13302	0.173034
272	66.205	13332	0.173425
273	66.449	13423	0.174608
274	66.693	13782	0.179278
275	66.936	13703	0.178251
276	67.180	13788	0.179356
277	67.424	13935	0.181268
278	67.668	14139	0.183922
279	67.912	14012	0.18227
280	68.156	14100	0.183415
281	68.400	14213	0.184885
282	68.644	14220	0.184976
283	68.887	14252	0.185392
284	69.131	14202	0.184742
285	69.375	13977	0.181815
286	69.619	14408	0.187421
287	69.863	14196	0.184664
288	70.107	14555	0.189334
289	70.351	14001	0.182127
290	70.594	14411	0.18746
291	70.838	14278	0.18573
292	71.082	14401	0.18733
293	71.326	14514	0.1888
294	71.570	14367	0.186888
295	71.814	14458	0.188072
296	72.058	14317	0.186238
297	72.301	14525	0.188943
298	72.545	14434	0.18776
299	72.789	14473	0.188267
300	73.033	14627	0.19027
301	73.277	14495	0.188553
302	73.521	14139	0.183922
303	73.765	14092	0.183311
304	74.009	14128	0.183779
305	74.252	14123	0.183714
306	74.496	14421	0.18759
307	74.740	14401	0.18733
308	74.984	14678	0.190934
309	75.228	14361	0.18681
310	75.472	14151	0.184078
311	75.716	13977	0.181815
312	75.959	13521	0.175883
313	76.203	13104	0.170459
314	76.447	12726	0.165542
315	76.691	12757	0.165945
316	76.935	12738	0.165698
317	77.179	12642	0.164449
318	77.423	12613	0.164072
319	77.666	12470	0.162212
320	77.910	12519	0.162849
321	78.154	12473	0.162251
322	78.398	12639	0.16441
323	78.642	13483	0.175389
324	78.886	14988	0.194966
325	79.130	17005	0.221203
326	79.374	19967	0.259734
327	79.617	24243	0.315356
328	79.861	31457	0.409197
329	80.105	43904	0.571109
330	80.349	63320	0.823676
331	80.593	89596	1.16548
332	80.837	115175	1.49821
333	81.081	129497	1.68452
334	81.324	126289	1.64279
335	81.568	106573	1.38632
336	81.812	77348	1.00615
337	82.056	50796	0.660762
338	82.300	31372	0.408091
339	82.544	19601	0.254973
340	82.788	14509	0.188735
341	83.032	12179	0.158426
342	83.275	11890	0.154667
343	83.519	11805	0.153561
344	83.763	11970	0.155707
345	84.007	12351	0.160664
346	84.251	12631	0.164306
347	84.495	12590	0.163773
348	84.739	13013	0.169275
349	84.982	13194	0.171629
350	85.226	13013	0.169275
351	85.470	12709	0.16532
352	85.714	12621	0.164176
353	85.958	12590	0.163773
354	86.202	12776	0.166192
355	86.446	13608	0.177015
356	86.689	16452	0.21401
357	86.933	23356	0.303818
358	87.177	35797	0.465652
359	87.421	56321	0.732632
360	87.665	81610	1.06159
361	87.909	104816	1.36346
362	88.153	116264	1.51238
363	88.397	111687	1.45284
364	88.640	92524	1.20357
365	88.884	67560	0.87883
366	89.128	43754	0.569158
367	89.372	27093	0.35243
368	89.616	17451	0.227005
369	89.860	13338	0.173503
370	90.104	11672	0.151831
371	90.347	11207	0.145782
372	90.591	11103	0.144429
373	90.835	11175	0.145366
374	91.079	11117	0.144612
375	91.323	11102	0.144416
376	91.567	11174	0.145353
377	91.811	11253	0.146381
378	92.055	11347	0.147603
379	92.298	11380	0.148033
380	92.542	11419	0.14854
381	92.786	11724	0.152507
382	93.030	11918	0.155031
383	93.274	11563	0.150413
384	93.518	11788	0.15334
385	93.762	11784	0.153288
386	94.005	11862	0.154303
387	94.249	11880	0.154537
388	94.493	11930	0.155187
389	94.737	11970	0.155707
390	94.981	11757	0.152937
391	95.225	11858	0.154251
392	95.469	11911	0.15494
393	95.712	12063	0.156917
394	95.956	12248	0.159324
395	96.200	12171	0.158322
396	96.444	12020	0.156358
397	96.688	12234	0.159142
398	96.932	12159	0.158166
399	97.176	12231	0.159103
400	97.420	12316	0.160208
401	97.663	12477	0.162303
402	97.907	12301	0.160013
403	98.151	12331	0.160403
404	98.395	12237	0.159181
405	98.639	12343	0.160559
406	98.883	12453	0.16199
407	99.127	12831	0.166907
408	99.370	12535	0.163057
409	99.614	12478	0.162316
410	99.858	12443	0.16186
411	100.102	12494	0.162524
412	100.346	12612	0.164059
413	100.590	12504	0.162654
414	100.834	12509	0.162719
415	101.077	12563	0.163421
416	101.321	12800	0.166504
417	101.565	12713	0.165373
418	101.809	12797	0.166465
419	102.053	12883	0.167584
420	102.297	12830	0.166894
421	102.541	12872	0.167441
422	102.785	12838	0.166999
423	103.028	12895	0.16774
424	103.272	12963	0.168625
425	103.516	12970	0.168716
426	103.760	12516	0.16281
427	104.004	12832	0.16692
428	104.248	12512	0.162758
429	104.492	12372	0.160937
430	104.735	12451	0.161964
431	104.979	12519	0.162849
432	105.223	12734	0.165646
433	105.467	12555	0.163317
434	105.711	12292	0.159896
435	105.955	12172	0.158335
436	106.199	12241	0.159233
437	106.443	12337	0.160481
438	106.686	12085	0.157203
439	106.930	11865	0.154342
440	107.174	11921	0.15507
441	107.418	11930	0.155187
442	107.662	11853	0.154186
443	107.906	11694	0.152117
444	108.150	11650	0.151545
445	108.393	11677	0.151896
446	108.637	11543	0.150153
447	108.881	11654	0.151597
448	109.125	11571	0.150517
449	109.369	11545	0.150179
450	109.613	11460	0.149073
451	109.857	11366	0.147851
452	110.100	11391	0.148176
453	110.344	11531	0.149997
454	110.588	11252	0.146368
455	110.832	11280	0.146732
456	111.076	11422	0.148579
457	111.320	11506	0.149672
458	111.564	11802	0.153522
459	111.808	11676	0.151883
460	112.051	12074	0.15706
461	112.295	11916	0.155005
462	112.539	11601	0.150907
463	112.783	11335	0.147447
464	113.027	10980	0.142829
465	113.271	10751	0.139851
466	113.515	10665	0.138732
467	113.758	10508	0.13669
468	114.002	10460	0.136065
469	114.246	10416	0.135493
470	114.490	10498	0.136559
471	114.734	10304	0.134036
472	114.978	10296	0.133932
473	115.222	10198	0.132657
474	115.465	10413	0.135454
475	115.709	10662	0.138693
476	115.953	10343	0.134543
477	116.197	10478	0.136299
478	116.441	10608	0.13799
479	116.685	10653	0.138576
480	116.929	10604	0.137938
481	117.173	10462	0.136091
482	117.416	10348	0.134608
483	117.660	10382	0.135051
484	117.904	10443	0.135844
485	118.148	10522	0.136872
486	118.392	10180	0.132423
487	118.636	10552	0.137262
488	118.880	10660	0.138667
489	119.123	10355	0.134699
490	119.367	10453	0.135974
491	119.611	10369	0.134881
492	119.855	10703	0.139226
493	120.099	10689	0.139044
494	120.343	11837	0.153977
495	120.587	15309	0.199142
496	120.831	24442	0.317945
497	121.074	44694	0.581386
498	121.318	79384	1.03264
499	121.562	129457	1.684
500	121.806	186945	2.43181
501	122.050	230944	3.00415
502	122.294	245318	3.19113
503	122.538	224196	2.91637
504	122.781	175134	2.27817
505	123.025	118946	1.54727
506	123.269	70510	0.917204
507	123.513	38774	0.504378
508	123.757	21587	0.280807
509	124.001	13775	0.179187
510	124.245	10625	0.138212
511	124.488	9828	0.127844
512	124.732	9526	0.123916
513	124.976	9470	0.123187
514	125.220	9438	0.122771
515	125.464	9249	0.120312
516	125.708	9404	0.122329
517	125.952	9364	0.121808
518	126.196	9376	0.121964
519	126.439	9534	0.12402
520	126.683	9313	0.121145
521	126.927	9238	0.120169
522	127.171	9375	0.121951
523	127.415	9352	0.121652
524	127.659	9344	0.121548
525	127.903	9209	0.119792
526	128.146	9180	0.119415
527	128.390	9418	0.122511
528	128.634	9181	0.119428
529	128.878	9153	0.119064
530	129.122	9178	0.119389
531	129.366	9322	0.121262
532	129.610	9117	0.118595
533	129.853	9231	0.120078
534	130.097	9251	0.120338
535	130.341	9188	0.119519
536	130.585	9147	0.118985
537	130.829	9095	0.118309
538	131.073	9183	0.119454
539	131.317	9063	0.117893
540	131.561	9307	0.121067
541	131.804	9135	0.118829
542	132.048	9076	0.118062
543	132.292	9120	0.118634
544	132.536	9019	0.11732
545	132.780	9032	0.11749
546	133.024	9024	0.117385
547	133.268	9034	0.117516
548	133.511	9164	0.119207
549	133.755	8985	0.116878
550	133.999	9054	0.117776
551	134.243	9128	0.118738
552	134.487	9159	0.119142
553	134.731	9182	0.119441
554	134.975	9590	0.124748
555	135.219	10655	0.138602
556	135.462	12694	0.165125
557	135.706	16601	0.215948
558	135.950	22076	0.287168
559	136.194	29082	0.378303
560	136.438	34375	0.447155
561	136.682	36602	0.476124
562	136.926	34971	0.454908
563	137.169	29465	0.383285
564	137.413	22825	0.296911
565	137.657	17154	0.223142
566	137.901	13080	0.170146
567	138.145	10500	0.136585
568	138.389	9345	0.121561
569	138.633	9204	0.119727
570	138.876	9024	0.117385
571	139.120	8968	0.116657
572	139.364	8949	0.11641
573	139.608	8953	0.116462
574	139.852	9061	0.117867
575	140.096	8960	0.116553
576	140.340	8891	0.115655
577	140.584	8934	0.116215
578	140.827	9041	0.117607
579	141.071	8963	0.116592
580	141.315	9027	0.117424
581	141.559	8907	0.115864
582	141.803	9129	0.118751
583	142.047	9136	0.118842
584	142.291	9134	0.118816
585	142.534	9140	0.118894
586	142.778	9152	0.119051
587	143.022	9092	0.11827
588	143.266	9083	0.118153
589	143.510	9236	0.120143
590	143.754	8963	0.116592
591	143.998	9102	0.1184
592	144.242	9165	0.11922
593	144.485	9163	0.119194
594	144.729	9207	0.119766
595	144.973	9285	0.120781
596	145.217	9194	0.119597
597	145.461	9293	0.120885
598	145.705	9262	0.120481
599	145.949	9164	0.119207
600	146.192	9114	0.118556
601	146.436	9149	0.119011
602	146.680	9134	0.118816
603	146.924	9224	0.119987
604	147.168	9260	0.120455
605	147.412	9215	0.11987
606	147.656	9049	0.117711
607	147.899	9194	0.119597
608	148.143	9178	0.119389
609	148.387	9273	0.120625
610	148.631	9238	0.120169
611	148.875	9276	0.120664
612	149.119	9178	0.119389
613	149.363	9430	0.122667
614	149.607	9379	0.122003
615	149.850	9085	0.118179
616	150.094	9412	0.122433
617	150.338	9414	0.122459
618	150.582	9175	0.11935
619	150.826	9363	0.121795
620	151.070	9355	0.121691
621	151.314	9180	0.119415
622	151.557	9108	0.118478
623	151.801	9341	0.121509
624	152.045	9226	0.120013
625	152.289	9474	0.123239
626	152.533	9183	0.119454
627	152.777	9260	0.120455
628	153.021	9064	0.117906
629	153.264	9328	0.12134
630	153.508	9231	0.120078
631	153.752	9363	0.121795
632	153.996	9249	0.120312
633	154.240	9358	0.12173
634	154.484	9237	0.120156
635	154.728	9290	0.120846
636	154.972	9261	0.120468
637	155.215	9280	0.120716
638	155.459	9297	0.120937
639	155.703	9203	0.119714
640	155.947	9277	0.120677
641	156.191	9259	0.120442
642	156.435	9446	0.122875
643	156.679	9283	0.120755
644	156.922	9072	0.11801
645	157.166	9062	0.11788
646	157.410	9027	0.117424
647	157.654	9189	0.119532
648	157.898	8913	0.115942
649	158.142	9001	0.117086
650	158.386	9061	0.117867
651	158.630	8979	0.1168
652	158.873	9110	0.118504
653	159.117	9147	0.118985
654	159.361	9155	0.11909
655	159.605	9176	0.119363
656	159.849	9444	0.122849
657	160.093	9863	0.128299
658	160.337	10165	0.132228
659	160.580	10648	0.138511
660	160.824	10529	0.136963
661	161.068	10549	0.137223
662	161.312	10305	0.134049
663	161.556	10052	0.130758
664	161.800	9484	0.123369
665	162.044	9088	0.118218
666	162.287	8909	0.11589
667	162.531	8755	0.113886
668	162.775	8905	0.115838
669	163.019	8906	0.115851
670	163.263	8839	0.114979
671	163.507	8909	0.11589
672	163.751	8915	0.115968
673	163.995	9054	0.117776
674	164.238	10499	0.136572
675	164.482	13656	0.177639
676	164.726	21605	0.281041
677	164.970	37493	0.487714
678	165.214	64227	0.835474
679	165.458	98333	1.27913
680	165.702	134557	1.75034
681	165.945	159734	2.07784
682	166.189	164071	2.13426
683	166.433	144974	1.88584
684	166.677	112531	1.46382
685	166.921	75052	0.976287
686	167.165	45573	0.59282
687	167.409	25887	0.336742
688	167.652	15194	0.197646
689	167.896	10663	0.138706
690	168.140	8884	0.115564
691	168.384	8400	0.109268
692	168.628	8207	0.106758
693	168.872	8247	0.107278
694	169.116	8487	0.1104
695	169.360	8405	0.109333
696	169.603	8402	0.109294
697	169.847	8454	0.109971
698	170.091	8488	0.110413
699	170.335	8295	0.107903
700	170.579	8308	0.108072
701	170.823	8369	0.108865
702	171.067	8387	0.109099
703	171.310	8513	0.110738
704	171.554	8563	0.111389
705	171.798	8610	0.112
706	172.042	8522	0.110855
707	172.286	8408	0.109372
708	172.530	8466	0.110127
709	172.774	8507	0.11066
710	173.018	8451	0.109932
711	173.261	8787	0.114303
712	173.505	8599	0.111857
713	173.749	8748	0.113795
714	173.993	8735	0.113626
715	174.237	8786	0.11429
716	174.481	8599	0.111857
717	174.725	8728	0.113535
718	174.968	8672	0.112807
719	175.212	8526	0.110907
720	175.456	8688	0.113015
721	175.700	8633	0.112299
722	175.944	8601	0.111883
723	176.188	8744	0.113743
724	176.432	8604	0.111922
725	176.675	8704	0.113223
726	176.919	8558	0.111324
727	177.163	8656	0.112598
728	177.407	8564	0.111402
729	177.651	8553	0.111259
730	177.895	8632	0.112286
731	178.139	8591	0.111753
732	178.383	8491	0.110452
733	178.626	8436	0.109737
734	178.870	8669	0.112768
735	179.114	8490	0.110439
736	179.358	8631	0.112273
737	179.602	8530	0.110959
738	179.846	8690	0.113041
739	180.090	8401	0.109281
740	180.333	8567	0.111441
741	180.577	8511	0.110712
742	180.821	8651	0.112533
743	181.065	8529	0.110946
744	181.309	8463	0.110088
745	181.553	8418	0.109503
746	181.797	8457	0.11001
747	182.041	8515	0.110764
748	182.284	8483	0.110348
749	182.528	8465	0.110114
750	182.772	8382	0.109034
751	183.016	8520	0.110829
752	183.260	8356	0.108696
753	183.504	8469	0.110166
754	183.748	8700	0.113171
755	183.991	8484	0.110361
756	184.235	8489	0.110426
757	184.479	8489	0.110426
758	184.723	8600	0.11187
759	184.967	8590	0.11174
760	185.211	8397	0.109229
761	185.455	8719	0.113418
762	185.698	8684	0.112963
763	185.942	8723	0.11347
764	186.186	8431	0.109672
765	186.430	8664	0.112703
766	186.674	8626	0.112208
767	186.918	8521	0.110842
768	187.162	8454	0.109971
769	187.406	8539	0.111077
770	187.649	8419	0.109516
771	187.893	8487	0.1104
772	188.137	8581	0.111623
773	188.381	8478	0.110283
774	188.625	8505	0.110634
775	188.869	8357	0.108709
776	189.113	8527	0.11092
777	189.356	8665	0.112716
778	189.600	8483	0.110348
779	189.844	8572	0.111506
780	190.088	8489	0.110426
781	190.332	8461	0.110062
782	190.576	8401	0.109281
783	190.820	8377	0.108969
784	191.063	8350	0.108618
785	191.307	8385	0.109073
786	191.551	8362	0.108774
787	191.795	8438	0.109763
788	192.039	8406	0.109346
789	192.283	8379	0.108995
790	192.527	8293	0.107877
791	192.771	8407	0.109359
792	193.014	8358	0.108722
793	193.258	8096	0.105314
794	193.502	8385	0.109073
795	193.746	8230	0.107057
796	193.990	8257	0.107408
797	194.234	8229	0.107044
798	194.478	8270	0.107577
799	194.721	8229	0.107044
800	194.965	8146	0.105964
801	195.209	8221	0.10694
802	195.453	8177	0.106368
803	195.697	8235	0.107122
804	195.941	8388	0.109112
805	196.185	8287	0.107798
806	196.429	8415	0.109464
807	196.672	8319	0.108215
808	196.916	8393	0.109177
809	197.160	8438	0.109763
810	197.404	8339	0.108475
811	197.648	8308	0.108072
812	197.892	8498	0.110543
813	198.136	8419	0.109516
814	198.379	8852	0.115148
815	198.623	8950	0.116423
816	198.867	9353	0.121665
817	199.111	9189	0.119532
818	199.355	9427	0.122628
819	199.599	9495	0.123512
820	199.843	9190	0.119545
821	200.086	9052	0.11775
822	200.330	8694	0.113093
823	200.574	8764	0.114003
824	200.818	8417	0.10949
825	201.062	8413	0.109437
826	201.306	8309	0.108085
827	201.550	8322	0.108254
828	201.794	8372	0.108904
829	202.037	8389	0.109125
830	202.281	8305	0.108033
831	202.525	8407	0.109359
832	202.769	8361	0.108761
833	203.013	8490	0.110439
834	203.257	8371	0.108891
835	203.501	8378	0.108982
836	203.744	8350	0.108618
837	203.988	8485	0.110374
838	204.232	8598	0.111844
839	204.476	8449	0.109906
840	204.720	8189	0.106524
841	204.964	8411	0.109411
842	205.208	8228	0.107031
843	205.451	8141	0.105899
844	205.695	8195	0.106602
845	205.939	8287	0.107798
846	206.183	8081	0.105119
847	206.427	8059	0.104833
848	206.671	8100	0.105366
849	206.915	7988	0.103909
850	207.159	8104	0.105418
851	207.402	7874	0.102426
852	207.646	7921	0.103037
853	207.890	7758	0.100917
854	208.134	7969	0.103662
855	208.378	7880	0.102504
856	208.622	7872	0.1024
857	208.866	7858	0.102218
858	209.109	7650	0.0995123
859	209.353	7726	0.100501
860	209.597	7835	0.101919
861	209.841	7806	0.101542
862	210.085	7799	0.10145
863	210.329	7741	0.100696
864	210.573	7914	0.102946
865	210.817	7690	0.100033
866	211.060	7610	0.098992
867	211.304	7901	0.102777
868	211.548	7699	0.10015
869	211.792	7796	0.101411
870	212.036	7751	0.100826
871	212.280	7709	0.10028
872	212.524	7566	0.0984196
873	212.767	7727	0.100514
874	213.011	7677	0.0998635
875	213.255	7736	0.100631
876	213.499	7773	0.101112
877	213.743	7790	0.101333
878	213.987	7791	0.101346
879	214.231	7687	0.0999936
880	214.474	7788	0.101307
881	214.718	7815	0.101659
882	214.962	7790	0.101333
883	215.206	7724	0.100475
884	215.450	7588	0.0987058
885	215.694	7753	0.100852
886	215.938	7631	0.0992651
887	216.182	7741	0.100696
888	216.425	7631	0.0992651
889	216.669	7579	0.0985887
890	216.913	7635	0.0993172
891	217.157	7497	0.097522
892	217.401	7531	0.0979643
893	217.645	7689	0.10002
894	217.889	7681	0.0999155
895	218.132	7537	0.0980424
896	218.376	7536	0.0980294
897	218.620	7598	0.0988359
898	218.864	7487	0.097392
899	219.108	7551	0.0982245
900	219.352	7381	0.0960131
901	219.596	7608	0.0989659
902	219.839	7486	0.097379
903	220.083	7462	0.0970668
904	220.327	7455	0.0969757
905	220.571	7463	0.0970798
906	220.815	7630	0.0992521
907	221.059	7305	0.0950245
908	221.303	7559	0.0983285
909	221.547	7341	0.0954928
910	221.790	7348	0.0955838
911	222.034	7533	0.0979903
912	222.278	7449	0.0968976
913	222.522	7635	0.0993172
914	222.766	7747	0.100774
915	223.010	7878	0.102478
916	223.254	8128	0.10573
917	223.497	8254	0.107369
918	223.741	8099	0.105353
919	223.985	7906	0.102842
920	224.229	7883	0.102543
921	224.473	7681	0.0999155
922	224.717	7592	0.0987578
923	224.961	7300	0.0949594
924	225.205	7355	0.0956749
925	225.448	7360	0.0957399
926	225.692	7308	0.0950635
927	225.936	7334	0.0954017
928	226.180	7299	0.0949464
929	226.424	7507	0.0976521
930	226.668	7181	0.0934115
931	226.912	7299	0.0949464
932	227.155	7343	0.0955188
933	227.399	7263	0.0944781
934	227.643	7160	0.0931383
935	227.887	7300	0.0949594
936	228.131	7162	0.0931643
937	228.375	7266	0.0945172
938	228.619	7246	0.094257
939	228.862	7256	0.0943871
940	229.106	7161	0.0931513
941	229.350	6929	0.0901334
942	229.594	7187	0.0934895
943	229.838	7252	0.094335
944	230.082	6983	0.0908359
945	230.326	7128	0.092722
946	230.570	7101	0.0923708
947	230.813	7118	0.092592
948	231.057	7124	0.09267
949	231.301	6973	0.0907058
950	231.545	7148	0.0929822
951	231.789	6840	0.0889757
952	232.033	6860	0.0892359
953	232.277	7000	0.091057
954	232.520	6957	0.0904976
